!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='7.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R02815	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02816	-218.9	6.8	7.0	0.1	298.15	
R02817	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02818	173.4	6.7	7.0	0.1	298.15	
R02819	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02820	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02821	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02822	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02823	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02824	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02825	41.2	16.0	7.0	0.1	298.15	
R02826	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02827	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02828	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02829	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02830	-441.3	7.0	7.0	0.1	298.15	
R02831	-11.0	6.5	7.0	0.1	298.15	
R02832	7.3	3.1	7.0	0.1	298.15	
R02834	6.3	3.0	7.0	0.1	298.15	
R02836	7.3	3.1	7.0	0.1	298.15	
R02837	-2.2	4.1	7.0	0.1	298.15	
R02838	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02839	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02840	-6.3	3.0	7.0	0.1	298.15	
R02841	14.8	15.1	7.0	0.1	298.15	
R02843	-384.7	8.6	7.0	0.1	298.15	
R02846	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02847	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02851	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02852	-0.3	7.1	7.0	0.1	298.15	
R02853	-15.3	5.7	7.0	0.1	298.15	
R02854	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02855	23.1	4.2	7.0	0.1	298.15	
R02856	24.1	4.3	7.0	0.1	298.15	
R02857	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02858	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02859	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02860	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02861	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02862	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02863	0.0	0.0	7.0	0.1	298.15	
R02864	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02865	-18.2	4.0	7.0	0.1	298.15	
R02866	-8.2	4.0	7.0	0.1	298.15	
R02867	-21.9	4.9	7.0	0.1	298.15	
R02868	-21.3	4.8	7.0	0.1	298.15	
R02869	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02872	-19.2	10.1	7.0	0.1	298.15	
R02873	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02874	-418.9	8.6	7.0	0.1	298.15	
R02875	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02876	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02877	-110.9	8.4	7.0	0.1	298.15	
R02878	25.1	5.8	7.0	0.1	298.15	
R02879	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02880	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02882	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02884	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02885	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02892	14.8	15.1	7.0	0.1	298.15	
R02893	14.8	15.1	7.0	0.1	298.15	
R02894	-106.1	19.3	7.0	0.1	298.15	
R02895	44.0	18.9	7.0	0.1	298.15	
R02896	12.2	3.0	7.0	0.1	298.15	
R02897	-63.2	5.3	7.0	0.1	298.15	
R02898	99.0	9.2	7.0	0.1	298.15	
R02899	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02901	-45.7	4.4	7.0	0.1	298.15	
R02902	-0.4	5.5	7.0	0.1	298.15	
R02903	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02904	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02905	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02906	-40.0	11.3	7.0	0.1	298.15	
R02907	-59.5	10.3	7.0	0.1	298.15	
R02908	-94.5	9.0	7.0	0.1	298.15	
R02909	-327.9	12.7	7.0	0.1	298.15	
R02910	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02911	-21.2	3.4	7.0	0.1	298.15	
R02912	-29.4	9.4	7.0	0.1	298.15	
R02914	9.3	2.6	7.0	0.1	298.15	
R02915	90.5	32.9	7.0	0.1	298.15	
R02917	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02918	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02919	-88.1	12.5	7.0	0.1	298.15	
R02920	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02921	-4.7	9.4	7.0	0.1	298.15	
R02922	45.9	14.2	7.0	0.1	298.15	
R02923	-101.8	8.9	7.0	0.1	298.15	
R02924	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02925	-1.9	7.8	7.0	0.1	298.15	
R02926	1.5	5.8	7.0	0.1	298.15	
R02927	-10.0	4.4	7.0	0.1	298.15	
R02928	11.5	5.8	7.0	0.1	298.15	
R02929	-21.4	4.5	7.0	0.1	298.15	
R02930	-5.0	4.6	7.0	0.1	298.15	
R02931	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02932	-64.2	5.3	7.0	0.1	298.15	
R02933	-21.2	4.4	7.0	0.1	298.15	
R02934	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02935	-8.2	10.6	7.0	0.1	298.15	
R02936	-7.2	10.6	7.0	0.1	298.15	
R02937	-8.0	9.7	7.0	0.1	298.15	
R02938	-12.4	4.4	7.0	0.1	298.15	
R02940	-37.0	2.2	7.0	0.1	298.15	
R02941	-36.8	2.2	7.0	0.1	298.15	
R02942	-67.7	6.1	7.0	0.1	298.15	
R02943	-74.2	7.8	7.0	0.1	298.15	
R02944	6.3	3.0	7.0	0.1	298.15	
R02945	6.3	3.0	7.0	0.1	298.15	
R02946	15.8	4.1	7.0	0.1	298.15	
R02947	-15.9	7.1	7.0	0.1	298.15	
R02948	-15.9	7.1	7.0	0.1	298.15	
R02949	2.4	3.3	7.0	0.1	298.15	
R02951	-63.6	5.3	7.0	0.1	298.15	
R02952	-15.7	6.5	7.0	0.1	298.15	
R02953	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02954	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02955	-8.6	15.3	7.0	0.1	298.15	
R02956	-3.1	15.4	7.0	0.1	298.15	
R02957	-59.4	5.7	7.0	0.1	298.15	
R02959	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02960	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02961	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02962	-53.3	17.7	7.0	0.1	298.15	
R02963	2.2	3.7	7.0	0.1	298.15	
R02964	-48.6	5.9	7.0	0.1	298.15	
R02965	-83.2	8.2	7.0	0.1	298.15	
R02968	-351.2	12.5	7.0	0.1	298.15	
R02969	20.6	1.9	7.0	0.1	298.15	
R02970	-8.3	3.7	7.0	0.1	298.15	
R02971	-15.5	2.4	7.0	0.1	298.15	
R02972	-20.4	6.1	7.0	0.1	298.15	
R02973	-5.6	12.2	7.0	0.1	298.15	
R02974	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02975	14.4	1.9	7.0	0.1	298.15	
R02976	-10.1	2.4	7.0	0.1	298.15	
R02978	21.0	2.0	7.0	0.1	298.15	
R02979	46.3	6.3	7.0	0.1	298.15	
R02980	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02982	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02983	-15.2	10.9	7.0	0.1	298.15	
R02984	-0.2	10.5	7.0	0.1	298.15	
R02985	5.9	3.4	7.0	0.1	298.15	
R02986	-9.4	15.3	7.0	0.1	298.15	
R02987	nan	nan	7.0	0.1	298.15	uncertainty is too high
R02988	63.3	2.7	7.0	0.1	298.15	
R02989	64.3	2.8	7.0	0.1	298.15	
R02990	-3.2	15.4	7.0	0.1	298.15	
R02991	11.5	7.7	7.0	0.1	298.15	
R02992	-19.4	13.7	7.0	0.1	298.15	
R02993	23.1	2.0	7.0	0.1	298.15	
R02994	6.3	3.0	7.0	0.1	298.15	
R02995	-365.7	9.9	7.0	0.1	298.15	
R02997	-44.5	11.0	7.0	0.1	298.15	
R02998	-22.4	10.5	7.0	0.1	298.15	
R02999	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03001	-7.3	3.7	7.0	0.1	298.15	
R03003	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03004	-12.8	12.0	7.0	0.1	298.15	
R03005	-21.6	12.0	7.0	0.1	298.15	
R03006	-442.3	7.0	7.0	0.1	298.15	
R03008	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03009	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03012	23.1	2.0	7.0	0.1	298.15	
R03013	-16.8	8.6	7.0	0.1	298.15	
R03014	-2.2	5.4	7.0	0.1	298.15	
R03015	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03016	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03017	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03018	-7.9	11.5	7.0	0.1	298.15	
R03019	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03020	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03021	20.6	1.9	7.0	0.1	298.15	
R03022	20.6	1.9	7.0	0.1	298.15	
R03023	-440.9	7.0	7.0	0.1	298.15	
R03024	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03025	-27.8	8.2	7.0	0.1	298.15	
R03026	3.8	3.3	7.0	0.1	298.15	
R03027	4.2	5.8	7.0	0.1	298.15	
R03028	-18.7	17.4	7.0	0.1	298.15	
R03030	0.6	16.1	7.0	0.1	298.15	
R03031	-7.8	16.5	7.0	0.1	298.15	
R03032	-41.9	2.4	7.0	0.1	298.15	
R03033	-41.9	2.4	7.0	0.1	298.15	
R03034	-18.8	4.7	7.0	0.1	298.15	
R03035	-17.4	15.9	7.0	0.1	298.15	
R03036	-17.1	15.8	7.0	0.1	298.15	
R03037	-43.9	12.7	7.0	0.1	298.15	
R03038	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03039	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03040	32.4	15.8	7.0	0.1	298.15	
R03043	23.1	2.0	7.0	0.1	298.15	
R03044	-24.1	2.0	7.0	0.1	298.15	
R03045	0.0	3.8	7.0	0.1	298.15	
R03046	11.1	4.8	7.0	0.1	298.15	
R03048	32.3	22.3	7.0	0.1	298.15	
R03049	-16.8	12.7	7.0	0.1	298.15	
R03050	2.8	3.7	7.0	0.1	298.15	
R03051	-21.6	2.0	7.0	0.1	298.15	
R03052	0.0	0.0	7.0	0.1	298.15	
R03053	-7.5	3.6	7.0	0.1	298.15	
R03054	-24.1	2.0	7.0	0.1	298.15	
R03055	-3.1	5.3	7.0	0.1	298.15	
R03056	-16.6	3.4	7.0	0.1	298.15	
R03057	25.2	5.7	7.0	0.1	298.15	
R03058	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03059	-1.8	11.1	7.0	0.1	298.15	
R03060	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03062	-27.8	4.2	7.0	0.1	298.15	
R03063	-8.1	5.6	7.0	0.1	298.15	
R03064	2.2	4.1	7.0	0.1	298.15	
R03065	-2.2	4.1	7.0	0.1	298.15	
R03066	-23.1	5.6	7.0	0.1	298.15	
R03067	-48.3	7.0	7.0	0.1	298.15	
R03069	-4.1	4.1	7.0	0.1	298.15	
R03070	-3.2	5.8	7.0	0.1	298.15	
R03071	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03072	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03073	0.0	0.0	7.0	0.1	298.15	
R03075	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03076	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03077	-3.5	4.0	7.0	0.1	298.15	
R03079	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03080	23.1	2.0	7.0	0.1	298.15	
R03081	15.3	5.3	7.0	0.1	298.15	
R03082	-5.5	3.9	7.0	0.1	298.15	
R03083	-130.8	10.0	7.0	0.1	298.15	
R03084	-5.3	4.1	7.0	0.1	298.15	
R03086	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03087	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03088	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03089	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03090	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03091	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03092	-453.7	11.8	7.0	0.1	298.15	
R03093	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03094	0.6	5.3	7.0	0.1	298.15	
R03095	-30.9	6.3	7.0	0.1	298.15	
R03096	-12.4	4.4	7.0	0.1	298.15	
R03097	-327.9	12.7	7.0	0.1	298.15	
R03098	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03102	-40.2	6.1	7.0	0.1	298.15	
R03103	-39.2	6.1	7.0	0.1	298.15	
R03104	20.6	1.9	7.0	0.1	298.15	
R03105	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03106	-79.1	10.7	7.0	0.1	298.15	
R03107	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03109	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03110	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03111	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03112	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03114	7.3	3.1	7.0	0.1	298.15	
R03119	23.1	2.0	7.0	0.1	298.15	
R03120	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03121	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03122	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03123	6.7	3.1	7.0	0.1	298.15	
R03124	-442.3	7.0	7.0	0.1	298.15	
R03125	-884.7	14.0	7.0	0.1	298.15	
R03126	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03127	2.5	8.8	7.0	0.1	298.15	
R03128	12.5	7.1	7.0	0.1	298.15	
R03130	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03131	-10.7	10.2	7.0	0.1	298.15	
R03132	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03133	-18.0	7.1	7.0	0.1	298.15	
R03134	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03135	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03136	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03137	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03138	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03139	-94.0	10.2	7.0	0.1	298.15	
R03140	-520.6	6.7	7.0	0.1	298.15	
R03141	-1473.4	16.6	7.0	0.1	298.15	
R03142	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03143	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03145	-150.0	8.6	7.0	0.1	298.15	
R03146	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03147	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03149	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03150	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03151	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03153	-7.0	15.5	7.0	0.1	298.15	
R03154	-1.5	15.6	7.0	0.1	298.15	
R03155	7.3	3.1	7.0	0.1	298.15	
R03156	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03157	-9.5	16.1	7.0	0.1	298.15	
R03158	35.9	16.1	7.0	0.1	298.15	
R03161	-5.6	4.4	7.0	0.1	298.15	
R03162	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03163	5.5	5.8	7.0	0.1	298.15	
R03164	-47.1	9.5	7.0	0.1	298.15	
R03165	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03166	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03167	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03168	-29.5	10.3	7.0	0.1	298.15	
R03169	59.3	3.5	7.0	0.1	298.15	
R03171	-24.6	16.2	7.0	0.1	298.15	
R03172	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03173	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03174	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03175	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03176	6.3	3.0	7.0	0.1	298.15	
R03177	-35.8	2.2	7.0	0.1	298.15	
R03178	-13.8	6.1	7.0	0.1	298.15	
R03180	-11.2	4.4	7.0	0.1	298.15	
R03181	-0.0	0.0	7.0	0.1	298.15	
R03182	10.2	12.6	7.0	0.1	298.15	
R03183	24.1	2.0	7.0	0.1	298.15	
R03184	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03185	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03186	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03187	-111.6	16.0	7.0	0.1	298.15	
R03188	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03189	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03190	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03191	60.8	2.5	7.0	0.1	298.15	
R03192	61.8	2.5	7.0	0.1	298.15	
R03193	-26.4	4.3	7.0	0.1	298.15	
R03194	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03195	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03197	-41.8	24.5	7.0	0.1	298.15	
R03198	-38.2	2.2	7.0	0.1	298.15	
R03199	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03200	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03201	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03202	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03203	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03204	-378.1	10.2	7.0	0.1	298.15	
R03206	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03207	-2.1	17.3	7.0	0.1	298.15	
R03208	-265.7	7.7	7.0	0.1	298.15	
R03209	-13.1	15.3	7.0	0.1	298.15	
R03210	16.6	16.2	7.0	0.1	298.15	
R03211	-1.9	10.2	7.0	0.1	298.15	
R03212	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03213	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03214	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03215	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03216	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03217	-69.2	10.2	7.0	0.1	298.15	
R03218	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03219	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03220	-358.7	15.1	7.0	0.1	298.15	
R03222	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03223	-5.1	5.8	7.0	0.1	298.15	
R03224	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03225	-30.1	6.0	7.0	0.1	298.15	
R03226	6.3	3.0	7.0	0.1	298.15	
R03227	7.3	3.1	7.0	0.1	298.15	
R03228	0.0	0.0	7.0	0.1	298.15	
R03229	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03230	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03231	-0.6	0.0	7.0	0.1	298.15	
R03232	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03234	27.1	4.3	7.0	0.1	298.15	
R03236	-16.9	2.4	7.0	0.1	298.15	
R03237	-16.4	4.7	7.0	0.1	298.15	
R03238	-14.5	3.5	7.0	0.1	298.15	
R03239	-20.6	3.7	7.0	0.1	298.15	
R03240	-1.4	4.9	7.0	0.1	298.15	
R03241	-18.3	5.9	7.0	0.1	298.15	
R03243	-7.6	5.8	7.0	0.1	298.15	
R03244	0.8	4.2	7.0	0.1	298.15	
R03245	-2.7	4.1	7.0	0.1	298.15	
R03246	-314.3	12.7	7.0	0.1	298.15	
R03247	-11.0	6.5	7.0	0.1	298.15	
R03248	-6.3	3.6	7.0	0.1	298.15	
R03249	-8.5	10.8	7.0	0.1	298.15	
R03250	57.7	11.0	7.0	0.1	298.15	
R03251	-72.4	12.4	7.0	0.1	298.15	
R03253	-299.1	14.6	7.0	0.1	298.15	
R03254	64.1	5.0	7.0	0.1	298.15	
R03255	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03256	-11.3	6.2	7.0	0.1	298.15	
R03257	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03258	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03259	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03260	-60.2	10.8	7.0	0.1	298.15	
R03261	6.3	3.0	7.0	0.1	298.15	
R03262	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03263	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03264	24.1	2.0	7.0	0.1	298.15	
R03265	0.0	0.0	7.0	0.1	298.15	
R03266	-11.1	5.0	7.0	0.1	298.15	
R03267	-63.6	5.3	7.0	0.1	298.15	
R03268	-13.6	4.3	7.0	0.1	298.15	
R03269	-21.1	6.1	7.0	0.1	298.15	
R03270	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03271	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03272	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03273	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03274	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03275	10.9	4.9	7.0	0.1	298.15	
R03276	-0.5	6.7	7.0	0.1	298.15	
R03277	-21.8	5.5	7.0	0.1	298.15	
R03278	6.3	3.0	7.0	0.1	298.15	
R03279	6.3	3.0	7.0	0.1	298.15	
R03281	-365.7	9.9	7.0	0.1	298.15	
R03283	-35.8	2.2	7.0	0.1	298.15	
R03284	2.0	3.9	7.0	0.1	298.15	
R03286	-30.6	10.9	7.0	0.1	298.15	
R03288	-3.8	10.9	7.0	0.1	298.15	
R03289	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03290	5.1	16.3	7.0	0.1	298.15	
R03291	52.2	16.2	7.0	0.1	298.15	
R03292	6.1	16.3	7.0	0.1	298.15	
R03293	53.2	16.2	7.0	0.1	298.15	
R03295	35.2	17.1	7.0	0.1	298.15	
R03296	0.0	5.8	7.0	0.1	298.15	
R03297	0.4	5.3	7.0	0.1	298.15	
R03298	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03299	-441.3	7.0	7.0	0.1	298.15	
R03300	-37.0	2.2	7.0	0.1	298.15	
R03302	-36.0	2.2	7.0	0.1	298.15	
R03303	-253.8	10.4	7.0	0.1	298.15	
R03304	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03306	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03307	-7.7	7.0	7.0	0.1	298.15	
R03308	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03310	-446.1	16.4	7.0	0.1	298.15	
R03311	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03313	10.1	3.1	7.0	0.1	298.15	
R03314	11.4	9.5	7.0	0.1	298.15	
R03315	-12.2	2.4	7.0	0.1	298.15	
R03316	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03317	-17.0	2.6	7.0	0.1	298.15	
R03318	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03321	2.5	0.8	7.0	0.1	298.15	
R03322	-40.5	11.3	7.0	0.1	298.15	
R03323	-3.2	13.9	7.0	0.1	298.15	
R03325	21.6	2.0	7.0	0.1	298.15	
R03326	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03327	6.3	3.0	7.0	0.1	298.15	
R03329	-384.7	8.6	7.0	0.1	298.15	
R03330	-17.0	2.7	7.0	0.1	298.15	
R03331	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03332	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03333	-34.1	5.7	7.0	0.1	298.15	
R03334	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03336	76.4	8.9	7.0	0.1	298.15	
R03337	76.4	8.9	7.0	0.1	298.15	
R03338	77.4	8.9	7.0	0.1	298.15	
R03339	77.4	8.9	7.0	0.1	298.15	
R03341	-68.4	10.8	7.0	0.1	298.15	
R03342	-55.8	9.2	7.0	0.1	298.15	
R03344	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03345	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03346	-25.3	9.1	7.0	0.1	298.15	
R03347	1.1	9.1	7.0	0.1	298.15	
R03348	22.9	9.6	7.0	0.1	298.15	
R03349	18.5	2.2	7.0	0.1	298.15	
R03350	-11.7	2.4	7.0	0.1	298.15	
R03351	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03352	-24.1	15.4	7.0	0.1	298.15	
R03353	-6.8	13.4	7.0	0.1	298.15	
R03354	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03355	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03356	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03357	21.8	2.0	7.0	0.1	298.15	
R03358	-23.6	3.9	7.0	0.1	298.15	
R03359	-17.2	9.4	7.0	0.1	298.15	
R03360	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03361	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03362	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03363	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03364	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03365	-313.2	10.5	7.0	0.1	298.15	
R03366	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03367	-15.7	6.5	7.0	0.1	298.15	
R03369	-441.3	7.0	7.0	0.1	298.15	
R03370	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03371	2.6	2.7	7.0	0.1	298.15	
R03372	2.6	2.7	7.0	0.1	298.15	
R03373	20.6	1.9	7.0	0.1	298.15	
R03374	-2.8	15.1	7.0	0.1	298.15	
R03375	-4.6	9.4	7.0	0.1	298.15	
R03376	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03378	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03380	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03381	-9.0	6.6	7.0	0.1	298.15	
R03383	-29.4	6.7	7.0	0.1	298.15	
R03384	-2.4	2.7	7.0	0.1	298.15	
R03385	-381.3	8.6	7.0	0.1	298.15	
R03386	-382.2	8.6	7.0	0.1	298.15	
R03387	-13.6	6.6	7.0	0.1	298.15	
R03388	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03390	nan	nan	7.0	0.1	298.15	uncertainty is too high
R03391	51.5	2.6	7.0	0.1	298.15	
R03392	52.5	2.6	7.0	0.1	298.15	
R03393	-17.0	2.7	7.0	0.1	298.15	
R03394	-12.1	2.7	7.0	0.1	298.15	
R03395	-10.0	2.4	7.0	0.1	298.15	
R03396	6.3	3.0	7.0	0.1	298.15	
R03397	6.3	3.0	7.0	0.1	298.15	
R03398	7.3	3.1	7.0	0.1	298.15	
R03399	7.3	3.1	7.0	0.1	298.15	
R03401	21.6	7.0	7.0	0.1	298.15	
R03402	-67.2	15.5	7.0	0.1	298.15	
R03403	510.3	7.2	7.0	0.1	298.15	
R03404	nan	nan	7.0	0.1	298.15	uncertainty is too high
