!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='5.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R02056	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02057	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02058	-15.4	7.4	5.0	0.1	298.15	
R02059	-4.2	7.5	5.0	0.1	298.15	
R02060	-2.5	3.3	5.0	0.1	298.15	
R02061	-69.5	7.0	5.0	0.1	298.15	
R02063	-217.7	10.6	5.0	0.1	298.15	
R02064	-416.4	44.8	5.0	0.1	298.15	
R02065	-137.6	10.0	5.0	0.1	298.15	
R02068	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02071	-3.7	4.9	5.0	0.1	298.15	
R02073	5.0	4.3	5.0	0.1	298.15	
R02075	-241.2	10.4	5.0	0.1	298.15	
R02076	-241.2	10.4	5.0	0.1	298.15	
R02077	-7.7	3.6	5.0	0.1	298.15	
R02080	-32.5	6.1	5.0	0.1	298.15	
R02081	32.3	15.4	5.0	0.1	298.15	
R02082	35.1	15.4	5.0	0.1	298.15	
R02083	-12.3	15.3	5.0	0.1	298.15	
R02084	-5.6	15.4	5.0	0.1	298.15	
R02085	3.0	3.7	5.0	0.1	298.15	
R02087	2.2	5.8	5.0	0.1	298.15	
R02088	-20.5	5.0	5.0	0.1	298.15	
R02089	-3.6	5.0	5.0	0.1	298.15	
R02090	-3.7	5.8	5.0	0.1	298.15	
R02091	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02092	-16.3	5.8	5.0	0.1	298.15	
R02093	3.5	5.1	5.0	0.1	298.15	
R02094	-7.8	5.8	5.0	0.1	298.15	
R02095	-27.6	5.1	5.0	0.1	298.15	
R02096	-8.3	6.3	5.0	0.1	298.15	
R02097	-13.6	8.1	5.0	0.1	298.15	
R02098	-5.3	2.5	5.0	0.1	298.15	
R02099	-6.7	2.4	5.0	0.1	298.15	
R02100	-30.5	4.9	5.0	0.1	298.15	
R02101	-36.5	9.8	5.0	0.1	298.15	
R02102	-17.4	2.4	5.0	0.1	298.15	
R02103	-9.9	9.0	5.0	0.1	298.15	
R02106	32.0	25.9	5.0	0.1	298.15	
R02107	-155.2	12.2	5.0	0.1	298.15	
R02109	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02110	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02111	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02112	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02113	-8.6	4.3	5.0	0.1	298.15	
R02114	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02115	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02116	1129.9	88.0	5.0	0.1	298.15	
R02118	-16.1	4.2	5.0	0.1	298.15	
R02119	-18.3	4.4	5.0	0.1	298.15	
R02122	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02123	-16.4	21.9	5.0	0.1	298.15	
R02124	23.2	3.3	5.0	0.1	298.15	
R02125	-161.6	23.4	5.0	0.1	298.15	
R02126	7.7	5.8	5.0	0.1	298.15	
R02127	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02128	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02129	-22.2	22.8	5.0	0.1	298.15	
R02130	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02131	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02132	-267.0	16.6	5.0	0.1	298.15	
R02133	7.1	8.0	5.0	0.1	298.15	
R02134	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02135	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02136	-18.2	4.4	5.0	0.1	298.15	
R02137	6.6	8.4	5.0	0.1	298.15	
R02138	-4.0	11.5	5.0	0.1	298.15	
R02139	38.2	7.3	5.0	0.1	298.15	
R02141	5.9	12.1	5.0	0.1	298.15	
R02142	22.2	7.3	5.0	0.1	298.15	
R02143	-2.1	6.8	5.0	0.1	298.15	
R02144	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02145	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02147	13.1	4.1	5.0	0.1	298.15	
R02148	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02150	-104.1	9.0	5.0	0.1	298.15	
R02152	-29.6	3.4	5.0	0.1	298.15	
R02155	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02156	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02157	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02158	-60.7	5.3	5.0	0.1	298.15	
R02159	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02160	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02161	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02163	96.5	5.9	5.0	0.1	298.15	
R02164	-19.2	7.1	5.0	0.1	298.15	
R02165	-72.4	10.2	5.0	0.1	298.15	
R02166	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02167	-12.8	3.5	5.0	0.1	298.15	
R02168	-14.8	7.3	5.0	0.1	298.15	
R02170	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02171	0.7	8.5	5.0	0.1	298.15	
R02172	14.9	8.7	5.0	0.1	298.15	
R02173	-94.5	9.0	5.0	0.1	298.15	
R02174	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02175	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02177	19.6	3.1	5.0	0.1	298.15	
R02178	-417.0	6.2	5.0	0.1	298.15	
R02179	-8.6	4.3	5.0	0.1	298.15	
R02180	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02181	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02182	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02183	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02190	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02191	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02192	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02193	8.5	18.9	5.0	0.1	298.15	
R02194	-11.3	15.3	5.0	0.1	298.15	
R02195	18.6	18.6	5.0	0.1	298.15	
R02196	45.0	6.9	5.0	0.1	298.15	
R02197	-100.2	10.7	5.0	0.1	298.15	
R02199	-4.9	6.9	5.0	0.1	298.15	
R02200	7.9	8.2	5.0	0.1	298.15	
R02201	33.8	2.5	5.0	0.1	298.15	
R02203	35.3	2.4	5.0	0.1	298.15	
R02204	-76.6	18.5	5.0	0.1	298.15	
R02205	28.3	17.6	5.0	0.1	298.15	
R02206	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02207	32.5	1.9	5.0	0.1	298.15	
R02208	27.0	15.1	5.0	0.1	298.15	
R02209	33.9	2.0	5.0	0.1	298.15	
R02210	-443.4	7.0	5.0	0.1	298.15	
R02211	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02212	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02213	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02214	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02215	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02216	18.1	3.0	5.0	0.1	298.15	
R02218	-407.5	8.6	5.0	0.1	298.15	
R02219	-27.0	15.1	5.0	0.1	298.15	
R02220	2.3	15.0	5.0	0.1	298.15	
R02221	-8.3	21.5	5.0	0.1	298.15	
R02222	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02223	-105.6	7.0	5.0	0.1	298.15	
R02224	-108.5	7.1	5.0	0.1	298.15	
R02225	5.1	2.7	5.0	0.1	298.15	
R02226	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02227	5.3	2.7	5.0	0.1	298.15	
R02228	-29.2	2.7	5.0	0.1	298.15	
R02229	-20.4	2.9	5.0	0.1	298.15	
R02231	-379.1	12.9	5.0	0.1	298.15	
R02232	-9.0	19.3	5.0	0.1	298.15	
R02233	-117.6	13.9	5.0	0.1	298.15	
R02234	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02235	33.8	6.2	5.0	0.1	298.15	
R02236	35.2	6.2	5.0	0.1	298.15	
R02237	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02238	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02239	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02240	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02241	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02242	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02243	-27.2	7.2	5.0	0.1	298.15	
R02244	2.4	5.4	5.0	0.1	298.15	
R02245	-9.6	4.6	5.0	0.1	298.15	
R02246	90.4	5.3	5.0	0.1	298.15	
R02247	91.8	5.4	5.0	0.1	298.15	
R02248	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02249	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02250	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02251	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02252	70.2	8.0	5.0	0.1	298.15	
R02253	-449.1	10.6	5.0	0.1	298.15	
R02254	-449.1	10.6	5.0	0.1	298.15	
R02255	-5.8	18.2	5.0	0.1	298.15	
R02256	-2.4	10.5	5.0	0.1	298.15	
R02257	44.3	3.0	5.0	0.1	298.15	
R02258	42.2	3.3	5.0	0.1	298.15	
R02259	45.7	2.9	5.0	0.1	298.15	
R02260	23.9	4.2	5.0	0.1	298.15	
R02261	18.0	3.4	5.0	0.1	298.15	
R02262	19.8	5.8	5.0	0.1	298.15	
R02263	6.4	5.8	5.0	0.1	298.15	
R02264	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02265	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02266	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02267	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02268	11.7	16.2	5.0	0.1	298.15	
R02269	5.7	3.3	5.0	0.1	298.15	
R02271	0.2	3.8	5.0	0.1	298.15	
R02272	7.3	1.3	5.0	0.1	298.15	
R02273	-12.1	4.4	5.0	0.1	298.15	
R02274	0.2	3.7	5.0	0.1	298.15	
R02276	0.8	3.5	5.0	0.1	298.15	
R02277	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02278	-34.1	5.7	5.0	0.1	298.15	
R02279	-64.7	6.4	5.0	0.1	298.15	
R02280	14.5	6.6	5.0	0.1	298.15	
R02281	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02282	6.9	5.8	5.0	0.1	298.15	
R02283	-9.1	7.5	5.0	0.1	298.15	
R02284	8.8	5.8	5.0	0.1	298.15	
R02285	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02286	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02287	-7.7	4.1	5.0	0.1	298.15	
R02288	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02289	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02291	0.6	3.3	5.0	0.1	298.15	
R02292	-103.2	11.8	5.0	0.1	298.15	
R02293	19.5	9.3	5.0	0.1	298.15	
R02294	6.3	5.8	5.0	0.1	298.15	
R02295	18.8	9.3	5.0	0.1	298.15	
R02296	23.0	8.1	5.0	0.1	298.15	
R02297	14.3	5.8	5.0	0.1	298.15	
R02298	31.3	8.6	5.0	0.1	298.15	
R02300	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02301	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02302	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02303	2.4	2.5	5.0	0.1	298.15	
R02305	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02306	-299.5	24.7	5.0	0.1	298.15	
R02307	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02309	-975.0	13.9	5.0	0.1	298.15	
R02310	8.5	9.1	5.0	0.1	298.15	
R02311	-349.3	39.3	5.0	0.1	298.15	
R02313	48.1	7.0	5.0	0.1	298.15	
R02315	49.5	7.0	5.0	0.1	298.15	
R02317	-20.1	9.6	5.0	0.1	298.15	
R02318	0.0	0.0	5.0	0.1	298.15	
R02319	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02320	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02321	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02322	15.1	10.7	5.0	0.1	298.15	
R02323	3.1	9.8	5.0	0.1	298.15	
R02324	-27.2	9.9	5.0	0.1	298.15	
R02325	-30.5	3.8	5.0	0.1	298.15	
R02326	5.0	9.9	5.0	0.1	298.15	
R02327	-15.1	12.6	5.0	0.1	298.15	
R02328	-7.4	5.8	5.0	0.1	298.15	
R02329	-13.4	10.5	5.0	0.1	298.15	
R02330	-26.5	2.5	5.0	0.1	298.15	
R02331	2.4	2.5	5.0	0.1	298.15	
R02332	-12.5	7.8	5.0	0.1	298.15	
R02336	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02337	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02338	-339.7	12.5	5.0	0.1	298.15	
R02339	-464.7	11.6	5.0	0.1	298.15	
R02340	19.6	5.8	5.0	0.1	298.15	
R02341	2.0	4.9	5.0	0.1	298.15	
R02343	32.4	1.9	5.0	0.1	298.15	
R02344	32.5	1.9	5.0	0.1	298.15	
R02345	0.6	4.0	5.0	0.1	298.15	
R02347	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02349	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02350	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02351	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02352	16.8	2.9	5.0	0.1	298.15	
R02353	18.2	3.0	5.0	0.1	298.15	
R02354	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02355	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02356	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02358	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02359	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02363	-270.5	33.9	5.0	0.1	298.15	
R02364	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02365	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02366	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02367	-41.0	13.7	5.0	0.1	298.15	
R02368	30.6	5.8	5.0	0.1	298.15	
R02369	-13.2	21.9	5.0	0.1	298.15	
R02370	-26.8	8.3	5.0	0.1	298.15	
R02371	-9.8	11.2	5.0	0.1	298.15	
R02372	-7.2	5.1	5.0	0.1	298.15	
R02373	-127.1	8.7	5.0	0.1	298.15	
R02374	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02375	3.4	11.5	5.0	0.1	298.15	
R02376	-37.3	4.0	5.0	0.1	298.15	
R02377	37.8	6.1	5.0	0.1	298.15	
R02378	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02379	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02380	-2.1	5.8	5.0	0.1	298.15	
R02381	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02382	-94.5	9.0	5.0	0.1	298.15	
R02383	-453.1	7.0	5.0	0.1	298.15	
R02384	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02385	-24.2	14.7	5.0	0.1	298.15	
R02387	-23.1	6.1	5.0	0.1	298.15	
R02388	-36.1	6.4	5.0	0.1	298.15	
R02389	-18.3	11.1	5.0	0.1	298.15	
R02391	-99.5	21.8	5.0	0.1	298.15	
R02393	-98.0	21.8	5.0	0.1	298.15	
R02394	-682.5	43.9	5.0	0.1	298.15	
R02395	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02396	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02397	-451.4	9.2	5.0	0.1	298.15	
R02398	-29.5	6.1	5.0	0.1	298.15	
R02401	-15.0	2.2	5.0	0.1	298.15	
R02402	-11.8	15.3	5.0	0.1	298.15	
R02404	-11.7	15.3	5.0	0.1	298.15	
R02405	-10.3	15.4	5.0	0.1	298.15	
R02406	-15.1	15.5	5.0	0.1	298.15	
R02407	-5.5	15.4	5.0	0.1	298.15	
R02408	35.5	14.6	5.0	0.1	298.15	
R02409	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02410	-13.1	8.9	5.0	0.1	298.15	
R02411	-5.4	6.1	5.0	0.1	298.15	
R02412	0.4	9.2	5.0	0.1	298.15	
R02413	92.5	7.9	5.0	0.1	298.15	
R02415	23.1	12.1	5.0	0.1	298.15	
R02416	0.8	18.0	5.0	0.1	298.15	
R02417	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02418	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02419	16.5	5.8	5.0	0.1	298.15	
R02420	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02422	4.7	5.8	5.0	0.1	298.15	
R02423	-14.7	16.6	5.0	0.1	298.15	
R02424	-40.9	18.5	5.0	0.1	298.15	
R02425	-40.9	18.5	5.0	0.1	298.15	
R02426	-56.7	10.8	5.0	0.1	298.15	
R02427	-7.9	4.7	5.0	0.1	298.15	
R02428	-9.8	4.4	5.0	0.1	298.15	
R02429	-41.9	2.4	5.0	0.1	298.15	
R02430	-8.1	2.4	5.0	0.1	298.15	
R02432	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02433	-8.9	3.6	5.0	0.1	298.15	
R02434	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02436	42.9	5.2	5.0	0.1	298.15	
R02437	0.2	3.3	5.0	0.1	298.15	
R02438	2.0	3.1	5.0	0.1	298.15	
R02439	-8.0	4.6	5.0	0.1	298.15	
R02441	31.6	3.6	5.0	0.1	298.15	
R02442	-454.5	7.0	5.0	0.1	298.15	
R02443	-909.1	14.0	5.0	0.1	298.15	
R02444	-462.7	9.4	5.0	0.1	298.15	
R02445	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02446	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02447	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02449	-454.1	7.0	5.0	0.1	298.15	
R02450	-23.1	16.2	5.0	0.1	298.15	
R02451	-73.6	20.2	5.0	0.1	298.15	
R02452	-12.0	15.2	5.0	0.1	298.15	
R02453	-29.8	15.3	5.0	0.1	298.15	
R02454	25.9	4.3	5.0	0.1	298.15	
R02455	25.3	2.3	5.0	0.1	298.15	
R02456	26.7	2.4	5.0	0.1	298.15	
R02457	-100.8	10.1	5.0	0.1	298.15	
R02458	-58.6	12.6	5.0	0.1	298.15	
R02459	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02460	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02461	4.3	5.8	5.0	0.1	298.15	
R02462	34.9	2.0	5.0	0.1	298.15	
R02463	76.5	2.8	5.0	0.1	298.15	
R02464	-0.1	4.5	5.0	0.1	298.15	
R02466	-31.3	6.1	5.0	0.1	298.15	
R02467	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02468	-421.7	6.4	5.0	0.1	298.15	
R02469	-421.7	6.4	5.0	0.1	298.15	
R02470	-408.5	6.1	5.0	0.1	298.15	
R02471	31.0	9.3	5.0	0.1	298.15	
R02472	32.9	5.8	5.0	0.1	298.15	
R02473	-34.1	2.6	5.0	0.1	298.15	
R02474	8.1	2.4	5.0	0.1	298.15	
R02476	18.1	3.0	5.0	0.1	298.15	
R02477	19.6	3.1	5.0	0.1	298.15	
R02478	-10.4	4.7	5.0	0.1	298.15	
R02480	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02481	-17.2	3.4	5.0	0.1	298.15	
R02482	-16.2	4.0	5.0	0.1	298.15	
R02484	3.8	9.9	5.0	0.1	298.15	
R02485	-27.7	3.8	5.0	0.1	298.15	
R02486	-546.4	12.5	5.0	0.1	298.15	
R02487	1.2	17.8	5.0	0.1	298.15	
R02488	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02489	-22.4	6.5	5.0	0.1	298.15	
R02490	4.5	3.1	5.0	0.1	298.15	
R02491	4.5	3.1	5.0	0.1	298.15	
R02492	-302.4	13.1	5.0	0.1	298.15	
R02493	-10.0	8.7	5.0	0.1	298.15	
R02494	14.0	8.7	5.0	0.1	298.15	
R02497	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02498	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02499	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02501	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02502	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02503	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02504	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02505	-212.7	30.6	5.0	0.1	298.15	
R02506	2.2	15.0	5.0	0.1	298.15	
R02508	51.2	10.8	5.0	0.1	298.15	
R02509	-3.5	10.0	5.0	0.1	298.15	
R02511	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02512	-200.2	10.4	5.0	0.1	298.15	
R02513	-13.6	14.7	5.0	0.1	298.15	
R02514	-453.0	7.0	5.0	0.1	298.15	
R02515	-453.0	7.0	5.0	0.1	298.15	
R02516	-454.5	7.0	5.0	0.1	298.15	
R02517	-454.5	7.0	5.0	0.1	298.15	
R02518	-455.2	8.5	5.0	0.1	298.15	
R02519	-245.8	10.3	5.0	0.1	298.15	
R02520	-400.7	8.5	5.0	0.1	298.15	
R02521	-546.7	13.3	5.0	0.1	298.15	
R02522	-47.2	5.3	5.0	0.1	298.15	
R02526	-9.8	4.4	5.0	0.1	298.15	
R02527	29.8	3.6	5.0	0.1	298.15	
R02528	-33.7	3.6	5.0	0.1	298.15	
R02529	-97.1	9.5	5.0	0.1	298.15	
R02530	22.6	5.8	5.0	0.1	298.15	
R02531	29.8	3.6	5.0	0.1	298.15	
R02532	-94.5	9.0	5.0	0.1	298.15	
R02533	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02534	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02535	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02536	-12.6	5.9	5.0	0.1	298.15	
R02537	-11.2	5.9	5.0	0.1	298.15	
R02539	-14.8	16.9	5.0	0.1	298.15	
R02540	-11.2	6.8	5.0	0.1	298.15	
R02541	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02542	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02543	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02544	40.0	4.1	5.0	0.1	298.15	
R02545	52.5	5.8	5.0	0.1	298.15	
R02546	-11.0	4.6	5.0	0.1	298.15	
R02547	14.1	7.1	5.0	0.1	298.15	
R02548	19.6	3.1	5.0	0.1	298.15	
R02549	-25.1	4.3	5.0	0.1	298.15	
R02550	393.2	9.8	5.0	0.1	298.15	
R02551	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02552	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02553	18.1	3.0	5.0	0.1	298.15	
R02554	-378.0	9.9	5.0	0.1	298.15	
R02555	26.3	3.8	5.0	0.1	298.15	
R02556	-30.2	6.6	5.0	0.1	298.15	
R02557	11.1	6.7	5.0	0.1	298.15	
R02558	-10.8	3.5	5.0	0.1	298.15	
R02559	269.1	6.0	5.0	0.1	298.15	
R02560	228.8	8.4	5.0	0.1	298.15	
R02561	-478.0	9.4	5.0	0.1	298.15	
R02562	-479.4	9.4	5.0	0.1	298.15	
R02563	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02564	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02565	-12.6	2.2	5.0	0.1	298.15	
R02566	-11.1	2.2	5.0	0.1	298.15	
R02568	28.8	2.3	5.0	0.1	298.15	
R02569	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02570	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02571	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02572	2.4	10.3	5.0	0.1	298.15	
R02573	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02574	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02575	3.9	5.8	5.0	0.1	298.15	
R02576	-9.1	15.9	5.0	0.1	298.15	
R02577	38.4	3.6	5.0	0.1	298.15	
R02580	32.5	1.9	5.0	0.1	298.15	
R02581	19.6	3.1	5.0	0.1	298.15	
R02583	-31.0	6.4	5.0	0.1	298.15	
R02584	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02585	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02586	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02587	-17.4	2.4	5.0	0.1	298.15	
R02588	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02589	-453.0	7.0	5.0	0.1	298.15	
R02590	-219.2	16.3	5.0	0.1	298.15	
R02591	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02592	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02593	23.9	3.3	5.0	0.1	298.15	
R02594	-67.0	10.8	5.0	0.1	298.15	
R02595	45.0	10.5	5.0	0.1	298.15	
R02596	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02597	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02598	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02599	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02600	-36.4	2.0	5.0	0.1	298.15	
R02601	-0.6	2.9	5.0	0.1	298.15	
R02602	-27.4	6.1	5.0	0.1	298.15	
R02603	43.6	5.0	5.0	0.1	298.15	
R02604	29.0	3.4	5.0	0.1	298.15	
R02605	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02606	-41.9	5.0	5.0	0.1	298.15	
R02609	27.0	15.1	5.0	0.1	298.15	
R02610	27.0	15.1	5.0	0.1	298.15	
R02611	34.9	2.0	5.0	0.1	298.15	
R02612	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02613	-94.5	9.0	5.0	0.1	298.15	
R02615	-17.9	6.0	5.0	0.1	298.15	
R02616	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02617	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02618	41.0	3.6	5.0	0.1	298.15	
R02619	-8.9	3.6	5.0	0.1	298.15	
R02620	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02621	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02622	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02623	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02624	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02625	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02626	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02627	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02628	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02630	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02631	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02632	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02633	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02634	8.8	4.5	5.0	0.1	298.15	
R02636	-21.2	7.1	5.0	0.1	298.15	
R02637	32.5	1.9	5.0	0.1	298.15	
R02639	33.9	2.0	5.0	0.1	298.15	
R02640	32.5	1.9	5.0	0.1	298.15	
R02642	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02643	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02644	0.0	0.0	5.0	0.1	298.15	
R02646	-13.2	10.8	5.0	0.1	298.15	
R02648	-32.6	30.1	5.0	0.1	298.15	
R02649	25.2	6.8	5.0	0.1	298.15	
R02650	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02651	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02652	nan	nan	5.0	0.1	298.15	uncertainty is too high
R02654	nan	nan	5.0	0.1	298.15	uncertainty is too high
