!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='5.5' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R02565	-18.5	2.2	5.5	0.1	298.15	
R02566	-17.3	2.2	5.5	0.1	298.15	
R02568	28.8	2.3	5.5	0.1	298.15	
R02569	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02570	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02571	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02572	2.1	10.3	5.5	0.1	298.15	
R02573	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02574	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02575	1.2	5.8	5.5	0.1	298.15	
R02576	-11.1	15.9	5.5	0.1	298.15	
R02577	35.1	3.6	5.5	0.1	298.15	
R02580	29.4	1.9	5.5	0.1	298.15	
R02581	16.2	3.1	5.5	0.1	298.15	
R02583	-30.9	6.4	5.5	0.1	298.15	
R02584	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02585	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02586	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02587	-16.9	2.4	5.5	0.1	298.15	
R02588	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02589	-450.0	7.0	5.5	0.1	298.15	
R02590	-218.7	16.3	5.5	0.1	298.15	
R02591	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02592	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02593	20.5	3.3	5.5	0.1	298.15	
R02594	-67.1	10.8	5.5	0.1	298.15	
R02595	45.0	10.5	5.5	0.1	298.15	
R02596	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02597	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02598	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02599	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02600	-33.0	2.0	5.5	0.1	298.15	
R02601	-0.7	2.9	5.5	0.1	298.15	
R02602	-24.5	6.1	5.5	0.1	298.15	
R02603	45.0	5.0	5.5	0.1	298.15	
R02604	31.6	3.4	5.5	0.1	298.15	
R02605	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02606	-44.6	5.0	5.5	0.1	298.15	
R02609	23.7	15.1	5.5	0.1	298.15	
R02610	23.7	15.1	5.5	0.1	298.15	
R02611	31.8	2.0	5.5	0.1	298.15	
R02612	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02613	-94.5	9.0	5.5	0.1	298.15	
R02615	-17.8	6.0	5.5	0.1	298.15	
R02616	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02617	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02618	37.9	3.6	5.5	0.1	298.15	
R02619	-8.8	3.6	5.5	0.1	298.15	
R02620	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02621	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02622	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02623	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02624	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02625	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02626	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02627	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02628	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02630	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02631	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02632	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02633	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02634	8.1	4.5	5.5	0.1	298.15	
R02636	-18.3	7.1	5.5	0.1	298.15	
R02637	29.4	1.9	5.5	0.1	298.15	
R02639	30.5	2.0	5.5	0.1	298.15	
R02640	29.4	1.9	5.5	0.1	298.15	
R02642	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02643	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02644	0.0	0.0	5.5	0.1	298.15	
R02646	-16.5	10.8	5.5	0.1	298.15	
R02648	-32.9	30.1	5.5	0.1	298.15	
R02649	27.3	6.8	5.5	0.1	298.15	
R02650	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02651	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02652	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02654	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02655	-19.7	2.2	5.5	0.1	298.15	
R02656	-248.6	10.3	5.5	0.1	298.15	
R02657	161.9	8.5	5.5	0.1	298.15	
R02658	-3.0	6.9	5.5	0.1	298.15	
R02659	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02661	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02662	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02663	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02664	-14.5	4.6	5.5	0.1	298.15	
R02665	-251.3	11.8	5.5	0.1	298.15	
R02666	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02667	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02668	-45.9	4.2	5.5	0.1	298.15	
R02669	-19.5	6.5	5.5	0.1	298.15	
R02670	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02671	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02672	-21.2	6.1	5.5	0.1	298.15	
R02673	-134.0	10.2	5.5	0.1	298.15	
R02675	155.2	23.3	5.5	0.1	298.15	
R02676	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02677	-17.8	7.7	5.5	0.1	298.15	
R02678	-19.9	2.2	5.5	0.1	298.15	
R02679	31.8	2.0	5.5	0.1	298.15	
R02680	33.0	2.0	5.5	0.1	298.15	
R02681	-162.1	8.5	5.5	0.1	298.15	
R02682	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02683	29.4	1.9	5.5	0.1	298.15	
R02684	16.2	3.1	5.5	0.1	298.15	
R02685	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02687	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02688	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02689	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02691	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02692	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02693	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02694	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02695	-19.8	2.2	5.5	0.1	298.15	
R02697	-18.6	2.2	5.5	0.1	298.15	
R02698	-450.0	7.0	5.5	0.1	298.15	
R02699	-9.4	15.3	5.5	0.1	298.15	
R02700	-7.5	3.6	5.5	0.1	298.15	
R02701	-29.7	6.1	5.5	0.1	298.15	
R02702	-327.9	12.7	5.5	0.1	298.15	
R02703	21.0	2.4	5.5	0.1	298.15	
R02704	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02705	-7.5	6.0	5.5	0.1	298.15	
R02706	16.6	6.0	5.5	0.1	298.15	
R02707	21.9	11.0	5.5	0.1	298.15	
R02708	-407.3	6.1	5.5	0.1	298.15	
R02709	-11.4	4.3	5.5	0.1	298.15	
R02711	-13.8	4.5	5.5	0.1	298.15	
R02712	-12.5	4.4	5.5	0.1	298.15	
R02713	-238.6	4.2	5.5	0.1	298.15	
R02714	-12.7	4.4	5.5	0.1	298.15	
R02715	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02716	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02717	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02718	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02719	-14.8	7.0	5.5	0.1	298.15	
R02720	-31.3	4.9	5.5	0.1	298.15	
R02721	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02722	-30.2	6.2	5.5	0.1	298.15	
R02723	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02724	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02725	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02726	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02727	7.7	2.4	5.5	0.1	298.15	
R02728	-7.5	1.5	5.5	0.1	298.15	
R02729	-13.3	4.1	5.5	0.1	298.15	
R02730	-14.1	2.4	5.5	0.1	298.15	
R02731	-37.7	5.9	5.5	0.1	298.15	
R02732	13.6	5.9	5.5	0.1	298.15	
R02733	-4.8	6.5	5.5	0.1	298.15	
R02734	8.2	7.3	5.5	0.1	298.15	
R02735	-1.7	5.8	5.5	0.1	298.15	
R02736	6.3	2.6	5.5	0.1	298.15	
R02737	-12.4	3.7	5.5	0.1	298.15	
R02738	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02739	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02740	2.5	0.8	5.5	0.1	298.15	
R02741	-20.4	10.9	5.5	0.1	298.15	
R02742	28.5	4.0	5.5	0.1	298.15	
R02743	-14.5	9.9	5.5	0.1	298.15	
R02744	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02745	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02746	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02747	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02748	11.9	3.3	5.5	0.1	298.15	
R02749	-28.3	6.7	5.5	0.1	298.15	
R02750	28.3	4.7	5.5	0.1	298.15	
R02751	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02752	-41.9	2.4	5.5	0.1	298.15	
R02754	21.8	5.5	5.5	0.1	298.15	
R02755	41.2	5.9	5.5	0.1	298.15	
R02756	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02757	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02758	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02760	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02762	-21.0	2.2	5.5	0.1	298.15	
R02763	23.3	6.5	5.5	0.1	298.15	
R02764	-24.4	8.9	5.5	0.1	298.15	
R02765	0.0	5.8	5.5	0.1	298.15	
R02766	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02767	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02768	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02769	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02770	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02772	2.7	12.6	5.5	0.1	298.15	
R02773	-1.1	5.8	5.5	0.1	298.15	
R02776	16.2	3.1	5.5	0.1	298.15	
R02777	16.2	3.1	5.5	0.1	298.15	
R02778	-9.9	4.4	5.5	0.1	298.15	
R02780	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02781	11.5	6.4	5.5	0.1	298.15	
R02782	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02783	-23.3	6.2	5.5	0.1	298.15	
R02786	-24.4	6.3	5.5	0.1	298.15	
R02788	-25.0	6.3	5.5	0.1	298.15	
R02789	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02790	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02791	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02792	15.0	3.0	5.5	0.1	298.15	
R02793	16.2	3.1	5.5	0.1	298.15	
R02794	-9.3	15.3	5.5	0.1	298.15	
R02797	118.1	4.8	5.5	0.1	298.15	
R02798	-31.0	6.4	5.5	0.1	298.15	
R02799	16.2	3.1	5.5	0.1	298.15	
R02800	30.5	2.0	5.5	0.1	298.15	
R02801	-31.0	6.4	5.5	0.1	298.15	
R02802	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02804	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02805	-31.5	13.9	5.5	0.1	298.15	
R02806	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02807	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02808	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02809	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02810	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02811	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02813	0.7	2.9	5.5	0.1	298.15	
R02814	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02815	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02816	-219.5	6.8	5.5	0.1	298.15	
R02817	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02818	173.4	6.7	5.5	0.1	298.15	
R02819	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02820	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02821	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02822	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02823	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02824	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02825	41.3	16.0	5.5	0.1	298.15	
R02826	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02827	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02828	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02829	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02830	-450.0	7.0	5.5	0.1	298.15	
R02831	-19.6	6.5	5.5	0.1	298.15	
R02832	16.2	3.1	5.5	0.1	298.15	
R02834	15.0	3.0	5.5	0.1	298.15	
R02836	16.2	3.1	5.5	0.1	298.15	
R02837	-2.4	4.1	5.5	0.1	298.15	
R02838	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02839	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02840	-15.0	3.0	5.5	0.1	298.15	
R02841	23.7	15.1	5.5	0.1	298.15	
R02843	-401.8	8.6	5.5	0.1	298.15	
R02846	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02847	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02851	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02852	-0.3	7.1	5.5	0.1	298.15	
R02853	-17.0	5.7	5.5	0.1	298.15	
R02854	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02855	31.8	4.2	5.5	0.1	298.15	
R02856	33.0	4.3	5.5	0.1	298.15	
R02857	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02858	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02859	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02860	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02861	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02862	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02863	0.9	0.0	5.5	0.1	298.15	
R02864	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02865	-14.1	4.0	5.5	0.1	298.15	
R02866	-9.9	4.0	5.5	0.1	298.15	
R02867	-17.8	4.9	5.5	0.1	298.15	
R02868	-17.3	4.8	5.5	0.1	298.15	
R02869	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02872	-24.9	10.1	5.5	0.1	298.15	
R02873	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02874	-427.8	8.6	5.5	0.1	298.15	
R02875	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02876	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02877	-110.3	8.4	5.5	0.1	298.15	
R02878	33.8	5.8	5.5	0.1	298.15	
R02879	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02880	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02882	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02884	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02885	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02892	23.7	15.1	5.5	0.1	298.15	
R02893	23.7	15.1	5.5	0.1	298.15	
R02894	-106.2	19.3	5.5	0.1	298.15	
R02895	68.2	18.9	5.5	0.1	298.15	
R02896	20.9	3.0	5.5	0.1	298.15	
R02897	-60.8	5.3	5.5	0.1	298.15	
R02898	100.7	9.2	5.5	0.1	298.15	
R02899	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02901	-37.5	4.4	5.5	0.1	298.15	
R02902	-6.4	5.5	5.5	0.1	298.15	
R02903	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02904	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02905	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02906	-31.5	11.3	5.5	0.1	298.15	
R02907	-60.0	10.3	5.5	0.1	298.15	
R02908	-94.5	9.0	5.5	0.1	298.15	
R02909	-327.9	12.7	5.5	0.1	298.15	
R02910	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02911	-18.9	3.4	5.5	0.1	298.15	
R02912	-29.7	9.4	5.5	0.1	298.15	
R02914	3.7	2.6	5.5	0.1	298.15	
R02915	100.0	32.9	5.5	0.1	298.15	
R02917	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02918	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02919	-88.1	12.5	5.5	0.1	298.15	
R02920	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02921	-7.7	9.4	5.5	0.1	298.15	
R02922	33.8	14.2	5.5	0.1	298.15	
R02923	-101.8	8.9	5.5	0.1	298.15	
R02924	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02925	-10.5	7.8	5.5	0.1	298.15	
R02926	1.5	5.8	5.5	0.1	298.15	
R02927	-4.9	4.4	5.5	0.1	298.15	
R02928	20.3	5.8	5.5	0.1	298.15	
R02929	-25.3	4.5	5.5	0.1	298.15	
R02930	1.3	4.6	5.5	0.1	298.15	
R02931	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02932	-54.7	5.3	5.5	0.1	298.15	
R02933	-12.7	4.4	5.5	0.1	298.15	
R02934	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02935	5.9	10.6	5.5	0.1	298.15	
R02936	7.1	10.6	5.5	0.1	298.15	
R02937	-13.3	9.7	5.5	0.1	298.15	
R02938	-12.8	4.4	5.5	0.1	298.15	
R02940	-19.7	2.2	5.5	0.1	298.15	
R02941	-19.7	2.2	5.5	0.1	298.15	
R02942	-59.3	6.1	5.5	0.1	298.15	
R02943	-71.0	7.8	5.5	0.1	298.15	
R02944	15.0	3.0	5.5	0.1	298.15	
R02945	15.0	3.0	5.5	0.1	298.15	
R02946	24.5	4.1	5.5	0.1	298.15	
R02947	-24.5	7.1	5.5	0.1	298.15	
R02948	-24.5	7.1	5.5	0.1	298.15	
R02949	2.4	3.3	5.5	0.1	298.15	
R02951	-60.8	5.3	5.5	0.1	298.15	
R02952	-24.2	6.5	5.5	0.1	298.15	
R02953	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02954	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02955	-7.6	15.3	5.5	0.1	298.15	
R02956	-3.7	15.4	5.5	0.1	298.15	
R02957	-33.6	5.7	5.5	0.1	298.15	
R02959	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02960	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02961	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02962	-45.5	17.7	5.5	0.1	298.15	
R02963	2.1	3.7	5.5	0.1	298.15	
R02964	-57.3	5.9	5.5	0.1	298.15	
R02965	-83.2	8.2	5.5	0.1	298.15	
R02968	-359.9	12.5	5.5	0.1	298.15	
R02969	29.5	1.9	5.5	0.1	298.15	
R02970	-8.5	3.7	5.5	0.1	298.15	
R02971	-0.4	2.4	5.5	0.1	298.15	
R02972	-33.8	6.1	5.5	0.1	298.15	
R02973	1.4	12.2	5.5	0.1	298.15	
R02974	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02975	23.3	1.9	5.5	0.1	298.15	
R02976	-7.0	2.4	5.5	0.1	298.15	
R02978	30.5	2.0	5.5	0.1	298.15	
R02979	37.7	6.3	5.5	0.1	298.15	
R02980	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02982	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02983	11.8	10.9	5.5	0.1	298.15	
R02984	-0.2	10.5	5.5	0.1	298.15	
R02985	5.9	3.4	5.5	0.1	298.15	
R02986	-9.2	15.3	5.5	0.1	298.15	
R02987	nan	nan	5.5	0.1	298.15	uncertainty is too high
R02988	72.0	2.7	5.5	0.1	298.15	
R02989	73.2	2.8	5.5	0.1	298.15	
R02990	-4.2	15.4	5.5	0.1	298.15	
R02991	20.0	7.7	5.5	0.1	298.15	
R02992	-10.8	13.7	5.5	0.1	298.15	
R02993	31.8	2.0	5.5	0.1	298.15	
R02994	15.0	3.0	5.5	0.1	298.15	
R02995	-374.6	9.9	5.5	0.1	298.15	
R02997	-36.0	11.0	5.5	0.1	298.15	
R02998	-22.4	10.5	5.5	0.1	298.15	
R02999	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03001	-7.3	3.7	5.5	0.1	298.15	
R03003	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03004	-1.0	12.0	5.5	0.1	298.15	
R03005	-25.2	12.0	5.5	0.1	298.15	
R03006	-451.2	7.0	5.5	0.1	298.15	
R03008	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03009	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03012	24.5	2.0	5.5	0.1	298.15	
R03013	-10.1	8.6	5.5	0.1	298.15	
R03014	3.0	5.4	5.5	0.1	298.15	
R03015	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03016	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03017	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03018	-4.2	11.5	5.5	0.1	298.15	
R03019	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03020	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03021	29.4	1.9	5.5	0.1	298.15	
R03022	29.4	1.9	5.5	0.1	298.15	
R03023	-450.0	7.0	5.5	0.1	298.15	
R03024	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03025	-27.8	8.2	5.5	0.1	298.15	
R03026	2.7	3.3	5.5	0.1	298.15	
R03027	3.1	5.8	5.5	0.1	298.15	
R03028	-28.8	17.4	5.5	0.1	298.15	
R03030	0.5	16.1	5.5	0.1	298.15	
R03031	-7.8	16.5	5.5	0.1	298.15	
R03032	-41.9	2.4	5.5	0.1	298.15	
R03033	-41.9	2.4	5.5	0.1	298.15	
R03034	-10.3	4.7	5.5	0.1	298.15	
R03035	-27.0	15.9	5.5	0.1	298.15	
R03036	0.7	15.8	5.5	0.1	298.15	
R03037	-43.9	12.7	5.5	0.1	298.15	
R03038	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03039	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03040	23.8	15.8	5.5	0.1	298.15	
R03043	31.8	2.0	5.5	0.1	298.15	
R03044	-33.0	2.0	5.5	0.1	298.15	
R03045	-0.0	3.8	5.5	0.1	298.15	
R03046	12.0	4.8	5.5	0.1	298.15	
R03048	41.0	22.3	5.5	0.1	298.15	
R03049	-8.6	12.7	5.5	0.1	298.15	
R03050	2.8	3.7	5.5	0.1	298.15	
R03051	-30.5	2.0	5.5	0.1	298.15	
R03052	0.0	0.0	5.5	0.1	298.15	
R03053	-7.6	3.6	5.5	0.1	298.15	
R03054	-33.0	2.0	5.5	0.1	298.15	
R03055	8.0	5.3	5.5	0.1	298.15	
R03056	-14.7	3.4	5.5	0.1	298.15	
R03057	25.1	5.7	5.5	0.1	298.15	
R03058	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03059	-1.2	11.1	5.5	0.1	298.15	
R03060	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03062	-19.5	4.2	5.5	0.1	298.15	
R03063	-7.5	5.6	5.5	0.1	298.15	
R03064	2.4	4.1	5.5	0.1	298.15	
R03065	-2.4	4.1	5.5	0.1	298.15	
R03066	-23.2	5.6	5.5	0.1	298.15	
R03067	-44.9	7.0	5.5	0.1	298.15	
R03069	-2.3	4.1	5.5	0.1	298.15	
R03070	-5.5	5.8	5.5	0.1	298.15	
R03071	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03072	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03073	0.0	0.0	5.5	0.1	298.15	
R03075	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03076	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03077	-8.4	4.0	5.5	0.1	298.15	
R03079	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03080	31.8	2.0	5.5	0.1	298.15	
R03081	15.3	5.3	5.5	0.1	298.15	
R03082	3.7	3.9	5.5	0.1	298.15	
R03083	-132.8	10.0	5.5	0.1	298.15	
R03084	-5.3	4.1	5.5	0.1	298.15	
R03086	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03087	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03088	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03089	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03090	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03091	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03092	-462.1	11.8	5.5	0.1	298.15	
R03093	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03094	-5.0	5.3	5.5	0.1	298.15	
R03095	-34.2	6.3	5.5	0.1	298.15	
R03096	-12.6	4.4	5.5	0.1	298.15	
R03097	-327.7	12.7	5.5	0.1	298.15	
R03098	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03102	-23.0	6.1	5.5	0.1	298.15	
R03103	-21.9	6.1	5.5	0.1	298.15	
R03104	29.4	1.9	5.5	0.1	298.15	
R03105	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03106	-70.6	10.7	5.5	0.1	298.15	
R03107	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03109	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03110	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03111	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03112	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03114	16.2	3.1	5.5	0.1	298.15	
R03119	31.8	2.0	5.5	0.1	298.15	
R03120	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03121	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03122	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03123	16.2	3.1	5.5	0.1	298.15	
R03124	-451.2	7.0	5.5	0.1	298.15	
R03125	-902.4	14.0	5.5	0.1	298.15	
R03126	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03127	-6.1	8.8	5.5	0.1	298.15	
R03128	12.5	7.1	5.5	0.1	298.15	
R03130	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03131	-1.5	10.2	5.5	0.1	298.15	
R03132	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03133	-8.4	7.1	5.5	0.1	298.15	
R03134	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03135	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03136	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03137	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03138	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03139	-94.0	10.2	5.5	0.1	298.15	
R03140	-504.8	6.7	5.5	0.1	298.15	
R03141	-1724.0	16.6	5.5	0.1	298.15	
R03142	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03143	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03145	-150.2	8.6	5.5	0.1	298.15	
R03146	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03147	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03149	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03150	nan	nan	5.5	0.1	298.15	uncertainty is too high
R03151	nan	nan	5.5	0.1	298.15	uncertainty is too high
