!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='8.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R02715	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02716	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02717	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02718	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02719	-11.6	7.0	8.0	0.1	298.15	
R02720	-49.7	4.9	8.0	0.1	298.15	
R02721	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02722	-30.3	6.2	8.0	0.1	298.15	
R02723	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02724	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02725	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02726	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02727	4.4	2.4	8.0	0.1	298.15	
R02728	-7.4	1.5	8.0	0.1	298.15	
R02729	1.2	4.1	8.0	0.1	298.15	
R02730	-8.8	2.4	8.0	0.1	298.15	
R02731	-31.3	5.9	8.0	0.1	298.15	
R02732	0.2	5.9	8.0	0.1	298.15	
R02733	-7.6	6.5	8.0	0.1	298.15	
R02734	8.0	7.3	8.0	0.1	298.15	
R02735	-1.7	5.8	8.0	0.1	298.15	
R02736	-8.0	2.6	8.0	0.1	298.15	
R02737	-20.4	3.7	8.0	0.1	298.15	
R02738	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02739	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02740	2.5	0.8	8.0	0.1	298.15	
R02741	-27.0	10.9	8.0	0.1	298.15	
R02742	11.8	4.0	8.0	0.1	298.15	
R02743	-14.8	9.9	8.0	0.1	298.15	
R02744	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02745	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02746	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02747	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02748	9.2	3.3	8.0	0.1	298.15	
R02749	-29.0	6.7	8.0	0.1	298.15	
R02750	38.5	4.7	8.0	0.1	298.15	
R02751	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02752	-41.9	2.4	8.0	0.1	298.15	
R02754	21.8	5.5	8.0	0.1	298.15	
R02755	26.2	5.9	8.0	0.1	298.15	
R02756	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02757	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02758	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02760	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02762	-49.6	2.2	8.0	0.1	298.15	
R02763	9.0	6.5	8.0	0.1	298.15	
R02764	-35.1	8.9	8.0	0.1	298.15	
R02765	0.0	5.8	8.0	0.1	298.15	
R02766	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02767	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02768	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02769	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02770	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02772	15.0	12.6	8.0	0.1	298.15	
R02773	-1.2	5.8	8.0	0.1	298.15	
R02776	1.6	3.1	8.0	0.1	298.15	
R02777	1.6	3.1	8.0	0.1	298.15	
R02778	-6.7	4.4	8.0	0.1	298.15	
R02780	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02781	11.2	6.4	8.0	0.1	298.15	
R02782	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02783	-31.7	6.2	8.0	0.1	298.15	
R02786	-22.7	6.3	8.0	0.1	298.15	
R02788	-23.6	6.3	8.0	0.1	298.15	
R02789	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02790	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02791	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02792	0.6	3.0	8.0	0.1	298.15	
R02793	1.6	3.1	8.0	0.1	298.15	
R02794	-13.5	15.3	8.0	0.1	298.15	
R02797	116.3	4.8	8.0	0.1	298.15	
R02798	-30.9	6.4	8.0	0.1	298.15	
R02799	1.6	3.1	8.0	0.1	298.15	
R02800	15.9	2.0	8.0	0.1	298.15	
R02801	-30.9	6.4	8.0	0.1	298.15	
R02802	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02804	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02805	-51.1	13.9	8.0	0.1	298.15	
R02806	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02807	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02808	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02809	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02810	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02811	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02813	0.7	2.9	8.0	0.1	298.15	
R02814	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02815	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02816	-218.4	6.8	8.0	0.1	298.15	
R02817	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02818	173.5	6.7	8.0	0.1	298.15	
R02819	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02820	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02821	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02822	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02823	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02824	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02825	41.1	16.0	8.0	0.1	298.15	
R02826	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02827	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02828	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02829	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02830	-435.6	7.0	8.0	0.1	298.15	
R02831	-5.4	6.5	8.0	0.1	298.15	
R02832	1.3	3.1	8.0	0.1	298.15	
R02834	0.6	3.0	8.0	0.1	298.15	
R02836	1.6	3.1	8.0	0.1	298.15	
R02837	-2.4	4.1	8.0	0.1	298.15	
R02838	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02839	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02840	-0.6	3.0	8.0	0.1	298.15	
R02841	9.1	15.1	8.0	0.1	298.15	
R02843	-373.3	8.6	8.0	0.1	298.15	
R02846	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02847	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02851	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02852	-0.3	7.1	8.0	0.1	298.15	
R02853	-14.9	5.7	8.0	0.1	298.15	
R02854	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02855	17.4	4.2	8.0	0.1	298.15	
R02856	18.3	4.3	8.0	0.1	298.15	
R02857	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02858	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02859	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02860	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02861	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02862	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02863	0.0	0.0	8.0	0.1	298.15	
R02864	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02865	-23.3	4.0	8.0	0.1	298.15	
R02866	-7.8	4.0	8.0	0.1	298.15	
R02867	-27.0	4.9	8.0	0.1	298.15	
R02868	-26.4	4.8	8.0	0.1	298.15	
R02869	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02872	-18.3	10.1	8.0	0.1	298.15	
R02873	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02874	-413.2	8.6	8.0	0.1	298.15	
R02875	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02876	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02877	-113.4	8.4	8.0	0.1	298.15	
R02878	19.4	5.8	8.0	0.1	298.15	
R02879	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02880	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02882	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02884	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02885	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02892	9.1	15.1	8.0	0.1	298.15	
R02893	9.1	15.1	8.0	0.1	298.15	
R02894	-106.1	19.3	8.0	0.1	298.15	
R02895	26.8	18.9	8.0	0.1	298.15	
R02896	6.5	3.0	8.0	0.1	298.15	
R02897	-66.6	5.3	8.0	0.1	298.15	
R02898	94.7	9.2	8.0	0.1	298.15	
R02899	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02901	-49.4	4.4	8.0	0.1	298.15	
R02902	0.5	5.5	8.0	0.1	298.15	
R02903	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02904	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02905	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02906	-43.9	11.3	8.0	0.1	298.15	
R02907	-57.4	10.3	8.0	0.1	298.15	
R02908	-94.8	9.0	8.0	0.1	298.15	
R02909	-327.9	12.7	8.0	0.1	298.15	
R02910	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02911	-26.3	3.4	8.0	0.1	298.15	
R02912	-29.3	9.4	8.0	0.1	298.15	
R02914	10.1	2.6	8.0	0.1	298.15	
R02915	82.0	32.9	8.0	0.1	298.15	
R02917	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02918	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02919	-88.0	12.5	8.0	0.1	298.15	
R02920	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02921	-3.7	9.4	8.0	0.1	298.15	
R02922	51.6	14.2	8.0	0.1	298.15	
R02923	-101.9	8.9	8.0	0.1	298.15	
R02924	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02925	3.8	7.8	8.0	0.1	298.15	
R02926	1.5	5.8	8.0	0.1	298.15	
R02927	-15.2	4.4	8.0	0.1	298.15	
R02928	5.8	5.8	8.0	0.1	298.15	
R02929	-25.2	4.5	8.0	0.1	298.15	
R02930	-5.9	4.6	8.0	0.1	298.15	
R02931	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02932	-72.7	5.3	8.0	0.1	298.15	
R02933	-26.9	4.4	8.0	0.1	298.15	
R02934	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02935	-18.6	10.6	8.0	0.1	298.15	
R02936	-17.6	10.6	8.0	0.1	298.15	
R02937	-7.5	9.7	8.0	0.1	298.15	
R02938	-12.7	4.4	8.0	0.1	298.15	
R02940	-48.4	2.2	8.0	0.1	298.15	
R02941	-47.2	2.2	8.0	0.1	298.15	
R02942	-73.4	6.1	8.0	0.1	298.15	
R02943	-78.9	7.8	8.0	0.1	298.15	
R02944	0.6	3.0	8.0	0.1	298.15	
R02945	0.6	3.0	8.0	0.1	298.15	
R02946	10.1	4.1	8.0	0.1	298.15	
R02947	-10.2	7.1	8.0	0.1	298.15	
R02948	-10.2	7.1	8.0	0.1	298.15	
R02949	2.4	3.3	8.0	0.1	298.15	
R02951	-68.7	5.3	8.0	0.1	298.15	
R02952	-9.9	6.5	8.0	0.1	298.15	
R02953	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02954	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02955	-8.6	15.3	8.0	0.1	298.15	
R02956	-3.1	15.4	8.0	0.1	298.15	
R02957	-76.6	5.7	8.0	0.1	298.15	
R02959	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02960	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02961	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02962	-58.8	17.7	8.0	0.1	298.15	
R02963	2.2	3.7	8.0	0.1	298.15	
R02964	-43.1	5.9	8.0	0.1	298.15	
R02965	-83.4	8.2	8.0	0.1	298.15	
R02968	-345.5	12.5	8.0	0.1	298.15	
R02969	14.9	1.9	8.0	0.1	298.15	
R02970	-7.1	3.7	8.0	0.1	298.15	
R02971	-26.7	2.4	8.0	0.1	298.15	
R02972	-14.2	6.1	8.0	0.1	298.15	
R02973	-6.2	12.2	8.0	0.1	298.15	
R02974	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02975	8.6	1.9	8.0	0.1	298.15	
R02976	-15.0	2.4	8.0	0.1	298.15	
R02978	12.7	2.0	8.0	0.1	298.15	
R02979	52.0	6.3	8.0	0.1	298.15	
R02980	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02982	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02983	-32.8	10.9	8.0	0.1	298.15	
R02984	-0.2	10.5	8.0	0.1	298.15	
R02985	5.9	3.4	8.0	0.1	298.15	
R02986	-13.5	15.3	8.0	0.1	298.15	
R02987	nan	nan	8.0	0.1	298.15	uncertainty is too high
R02988	57.6	2.7	8.0	0.1	298.15	
R02989	58.5	2.8	8.0	0.1	298.15	
R02990	-3.1	15.4	8.0	0.1	298.15	
R02991	5.8	7.7	8.0	0.1	298.15	
R02992	-25.0	13.7	8.0	0.1	298.15	
R02993	17.4	2.0	8.0	0.1	298.15	
R02994	0.6	3.0	8.0	0.1	298.15	
R02995	-360.0	9.9	8.0	0.1	298.15	
R02997	-50.2	11.0	8.0	0.1	298.15	
R02998	-22.6	10.5	8.0	0.1	298.15	
R02999	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03001	-7.3	3.7	8.0	0.1	298.15	
R03003	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03004	-24.0	12.0	8.0	0.1	298.15	
R03005	-20.5	12.0	8.0	0.1	298.15	
R03006	-437.0	7.0	8.0	0.1	298.15	
R03008	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03009	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03012	20.1	2.0	8.0	0.1	298.15	
R03013	-21.2	8.6	8.0	0.1	298.15	
R03014	-7.5	5.4	8.0	0.1	298.15	
R03015	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03016	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03017	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03018	-12.9	11.5	8.0	0.1	298.15	
R03019	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03020	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03021	14.9	1.9	8.0	0.1	298.15	
R03022	14.9	1.9	8.0	0.1	298.15	
R03023	-434.9	7.0	8.0	0.1	298.15	
R03024	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03025	-26.6	8.2	8.0	0.1	298.15	
R03026	3.8	3.3	8.0	0.1	298.15	
R03027	4.3	5.8	8.0	0.1	298.15	
R03028	-12.9	17.4	8.0	0.1	298.15	
R03030	0.7	16.1	8.0	0.1	298.15	
R03031	-7.8	16.5	8.0	0.1	298.15	
R03032	-41.9	2.4	8.0	0.1	298.15	
R03033	-41.9	2.4	8.0	0.1	298.15	
R03034	-24.6	4.7	8.0	0.1	298.15	
R03035	-10.6	15.9	8.0	0.1	298.15	
R03036	-33.8	15.8	8.0	0.1	298.15	
R03037	-43.9	12.7	8.0	0.1	298.15	
R03038	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03039	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03040	38.3	15.8	8.0	0.1	298.15	
R03043	17.4	2.0	8.0	0.1	298.15	
R03044	-18.4	2.0	8.0	0.1	298.15	
R03045	0.0	3.8	8.0	0.1	298.15	
R03046	11.4	4.8	8.0	0.1	298.15	
R03048	26.5	22.3	8.0	0.1	298.15	
R03049	-22.4	12.7	8.0	0.1	298.15	
R03050	2.8	3.7	8.0	0.1	298.15	
R03051	-15.9	2.0	8.0	0.1	298.15	
R03052	0.0	0.0	8.0	0.1	298.15	
R03053	-7.6	3.6	8.0	0.1	298.15	
R03054	-18.4	2.0	8.0	0.1	298.15	
R03055	-8.9	5.3	8.0	0.1	298.15	
R03056	-21.6	3.4	8.0	0.1	298.15	
R03057	25.2	5.7	8.0	0.1	298.15	
R03058	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03059	-1.9	11.1	8.0	0.1	298.15	
R03060	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03062	-33.5	4.2	8.0	0.1	298.15	
R03063	-8.1	5.6	8.0	0.1	298.15	
R03064	2.4	4.1	8.0	0.1	298.15	
R03065	-2.4	4.1	8.0	0.1	298.15	
R03066	-23.1	5.6	8.0	0.1	298.15	
R03067	-53.2	7.0	8.0	0.1	298.15	
R03069	-4.2	4.1	8.0	0.1	298.15	
R03070	-3.1	5.8	8.0	0.1	298.15	
R03071	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03072	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03073	0.0	0.0	8.0	0.1	298.15	
R03075	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03076	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03077	-1.4	4.0	8.0	0.1	298.15	
R03079	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03080	17.4	2.0	8.0	0.1	298.15	
R03081	15.3	5.3	8.0	0.1	298.15	
R03082	-11.2	3.9	8.0	0.1	298.15	
R03083	-130.4	10.0	8.0	0.1	298.15	
R03084	-5.3	4.1	8.0	0.1	298.15	
R03086	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03087	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03088	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03089	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03090	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03091	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03092	-448.0	11.8	8.0	0.1	298.15	
R03093	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03094	1.0	5.3	8.0	0.1	298.15	
R03095	-35.0	6.3	8.0	0.1	298.15	
R03096	-12.7	4.4	8.0	0.1	298.15	
R03097	-327.9	12.7	8.0	0.1	298.15	
R03098	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03102	-51.6	6.1	8.0	0.1	298.15	
R03103	-50.6	6.1	8.0	0.1	298.15	
R03104	14.8	1.9	8.0	0.1	298.15	
R03105	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03106	-84.6	10.7	8.0	0.1	298.15	
R03107	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03109	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03110	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03111	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03112	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03114	1.6	3.1	8.0	0.1	298.15	
R03119	17.4	2.0	8.0	0.1	298.15	
R03120	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03121	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03122	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03123	-1.8	3.1	8.0	0.1	298.15	
R03124	-436.8	7.0	8.0	0.1	298.15	
R03125	-873.8	14.0	8.0	0.1	298.15	
R03126	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03127	8.2	8.8	8.0	0.1	298.15	
R03128	12.5	7.1	8.0	0.1	298.15	
R03130	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03131	-19.8	10.2	8.0	0.1	298.15	
R03132	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03133	-23.4	7.1	8.0	0.1	298.15	
R03134	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03135	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03136	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03137	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03138	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03139	-94.1	10.2	8.0	0.1	298.15	
R03140	-531.9	6.7	8.0	0.1	298.15	
R03141	-1307.9	16.6	8.0	0.1	298.15	
R03142	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03143	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03145	-150.0	8.6	8.0	0.1	298.15	
R03146	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03147	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03149	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03150	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03151	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03153	-7.0	15.5	8.0	0.1	298.15	
R03154	-1.5	15.6	8.0	0.1	298.15	
R03155	1.6	3.1	8.0	0.1	298.15	
R03156	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03157	-10.6	16.1	8.0	0.1	298.15	
R03158	41.7	16.1	8.0	0.1	298.15	
R03161	-10.8	4.4	8.0	0.1	298.15	
R03162	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03163	5.5	5.8	8.0	0.1	298.15	
R03164	-35.6	9.5	8.0	0.1	298.15	
R03165	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03166	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03167	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03168	-30.8	10.3	8.0	0.1	298.15	
R03169	53.6	3.5	8.0	0.1	298.15	
R03171	-24.4	16.2	8.0	0.1	298.15	
R03172	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03173	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03174	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03175	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03176	0.6	3.0	8.0	0.1	298.15	
R03177	-47.2	2.2	8.0	0.1	298.15	
R03178	-8.1	6.1	8.0	0.1	298.15	
R03180	-11.5	4.4	8.0	0.1	298.15	
R03181	-0.0	0.0	8.0	0.1	298.15	
R03182	-2.6	12.6	8.0	0.1	298.15	
R03183	18.4	2.0	8.0	0.1	298.15	
R03184	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03185	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03186	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03187	-122.3	16.0	8.0	0.1	298.15	
R03188	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03189	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03190	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03191	55.0	2.5	8.0	0.1	298.15	
R03192	56.0	2.5	8.0	0.1	298.15	
R03193	-31.0	4.3	8.0	0.1	298.15	
R03194	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03195	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03197	-19.0	24.5	8.0	0.1	298.15	
R03198	-49.6	2.2	8.0	0.1	298.15	
R03199	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03200	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03201	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03202	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03203	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03204	-389.3	10.2	8.0	0.1	298.15	
R03206	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03207	-2.6	17.3	8.0	0.1	298.15	
R03208	-261.6	7.7	8.0	0.1	298.15	
R03209	-17.2	15.3	8.0	0.1	298.15	
R03210	20.4	16.2	8.0	0.1	298.15	
R03211	-6.0	10.2	8.0	0.1	298.15	
R03212	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03213	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03214	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03215	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03216	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03217	-74.8	10.2	8.0	0.1	298.15	
R03218	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03219	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03220	-347.3	15.1	8.0	0.1	298.15	
R03222	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03223	-3.9	5.8	8.0	0.1	298.15	
R03224	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03225	-30.1	6.0	8.0	0.1	298.15	
R03226	0.6	3.0	8.0	0.1	298.15	
R03227	1.6	3.1	8.0	0.1	298.15	
R03228	0.0	0.0	8.0	0.1	298.15	
R03229	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03230	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03231	-2.1	0.0	8.0	0.1	298.15	
R03232	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03234	21.2	4.3	8.0	0.1	298.15	
R03236	-22.4	2.4	8.0	0.1	298.15	
R03237	-21.9	4.7	8.0	0.1	298.15	
R03238	-19.7	3.5	8.0	0.1	298.15	
R03239	-26.1	3.7	8.0	0.1	298.15	
R03240	-1.5	4.9	8.0	0.1	298.15	
R03241	-23.5	5.9	8.0	0.1	298.15	
R03243	-8.2	5.8	8.0	0.1	298.15	
R03244	0.8	4.2	8.0	0.1	298.15	
R03245	-1.8	4.1	8.0	0.1	298.15	
R03246	-325.3	12.7	8.0	0.1	298.15	
R03247	-5.2	6.5	8.0	0.1	298.15	
R03248	-6.4	3.6	8.0	0.1	298.15	
R03249	-8.4	10.8	8.0	0.1	298.15	
R03250	57.7	11.0	8.0	0.1	298.15	
R03251	-81.3	12.4	8.0	0.1	298.15	
R03253	-301.7	14.6	8.0	0.1	298.15	
R03254	63.6	5.0	8.0	0.1	298.15	
R03255	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03256	-11.3	6.2	8.0	0.1	298.15	
R03257	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03258	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03259	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03260	-65.7	10.8	8.0	0.1	298.15	
R03261	0.6	3.0	8.0	0.1	298.15	
R03262	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03263	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03264	18.4	2.0	8.0	0.1	298.15	
R03265	0.0	0.0	8.0	0.1	298.15	
R03266	-10.9	5.0	8.0	0.1	298.15	
R03267	-68.7	5.3	8.0	0.1	298.15	
R03268	-18.9	4.3	8.0	0.1	298.15	
R03269	-20.9	6.1	8.0	0.1	298.15	
R03270	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03271	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03272	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03273	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03274	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03275	10.7	4.9	8.0	0.1	298.15	
R03276	-0.5	6.7	8.0	0.1	298.15	
R03277	-21.8	5.5	8.0	0.1	298.15	
R03278	0.6	3.0	8.0	0.1	298.15	
R03279	0.6	3.0	8.0	0.1	298.15	
R03281	-360.0	9.9	8.0	0.1	298.15	
R03283	-47.2	2.2	8.0	0.1	298.15	
R03284	2.0	3.9	8.0	0.1	298.15	
R03286	-40.2	10.9	8.0	0.1	298.15	
R03288	-4.2	10.9	8.0	0.1	298.15	
R03289	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03290	0.5	16.3	8.0	0.1	298.15	
R03291	40.8	16.2	8.0	0.1	298.15	
R03292	1.5	16.3	8.0	0.1	298.15	
R03293	41.7	16.2	8.0	0.1	298.15	
R03295	35.2	17.1	8.0	0.1	298.15	
R03296	0.0	5.8	8.0	0.1	298.15	
R03297	-0.5	5.3	8.0	0.1	298.15	
R03298	nan	nan	8.0	0.1	298.15	uncertainty is too high
R03299	-435.7	7.0	8.0	0.1	298.15	
