!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='9.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R01604	-50.9	8.9	9.0	0.1	298.15	
R01607	-49.9	8.8	9.0	0.1	298.15	
R01608	12.4	5.8	9.0	0.1	298.15	
R01609	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01611	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01613	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01614	-141.9	30.6	9.0	0.1	298.15	
R01615	-22.7	15.0	9.0	0.1	298.15	
R01616	-20.3	15.3	9.0	0.1	298.15	
R01617	-33.8	14.7	9.0	0.1	298.15	
R01618	-49.3	18.4	9.0	0.1	298.15	
R01619	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01620	-44.1	6.3	9.0	0.1	298.15	
R01621	-60.4	3.1	9.0	0.1	298.15	
R01623	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01624	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01625	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01626	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01627	-136.4	12.1	9.0	0.1	298.15	
R01628	-431.3	7.0	9.0	0.1	298.15	
R01629	-429.0	9.4	9.0	0.1	298.15	
R01630	-430.0	9.4	9.0	0.1	298.15	
R01631	-334.2	10.5	9.0	0.1	298.15	
R01632	-263.5	10.4	9.0	0.1	298.15	
R01633	-37.3	13.5	9.0	0.1	298.15	
R01634	1.2	6.5	9.0	0.1	298.15	
R01635	2.0	6.5	9.0	0.1	298.15	
R01636	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01637	-204.5	3.6	9.0	0.1	298.15	
R01639	-33.8	4.0	9.0	0.1	298.15	
R01641	5.8	3.8	9.0	0.1	298.15	
R01644	-11.2	3.4	9.0	0.1	298.15	
R01645	6.4	4.1	9.0	0.1	298.15	
R01647	-6.4	4.1	9.0	0.1	298.15	
R01648	4.9	2.9	9.0	0.1	298.15	
R01649	-44.9	8.5	9.0	0.1	298.15	
R01650	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01651	-22.2	17.3	9.0	0.1	298.15	
R01652	8.0	8.5	9.0	0.1	298.15	
R01654	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01655	-6.4	1.8	9.0	0.1	298.15	
R01657	-95.7	12.3	9.0	0.1	298.15	
R01658	-81.5	11.3	9.0	0.1	298.15	
R01659	-81.5	11.3	9.0	0.1	298.15	
R01660	-45.8	6.2	9.0	0.1	298.15	
R01662	-47.8	4.6	9.0	0.1	298.15	
R01663	-25.4	9.3	9.0	0.1	298.15	
R01664	-15.3	9.1	9.0	0.1	298.15	
R01665	-1.8	5.8	9.0	0.1	298.15	
R01666	-21.4	9.1	9.0	0.1	298.15	
R01667	-34.9	5.8	9.0	0.1	298.15	
R01668	-59.3	9.9	9.0	0.1	298.15	
R01669	-8.3	9.2	9.0	0.1	298.15	
R01670	-47.4	9.7	9.0	0.1	298.15	
R01675	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01676	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01677	-1.8	5.4	9.0	0.1	298.15	
R01678	-10.9	2.1	9.0	0.1	298.15	
R01680	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01681	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01682	-5.7	6.1	9.0	0.1	298.15	
R01683	25.1	7.4	9.0	0.1	298.15	
R01684	-0.2	3.7	9.0	0.1	298.15	
R01685	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01686	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01687	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01688	29.4	6.6	9.0	0.1	298.15	
R01689	60.9	6.4	9.0	0.1	298.15	
R01690	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01694	5.7	5.5	9.0	0.1	298.15	
R01695	-117.4	9.9	9.0	0.1	298.15	
R01696	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01697	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01698	-5.6	1.8	9.0	0.1	298.15	
R01699	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01700	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01701	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01702	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01703	-571.5	18.0	9.0	0.1	298.15	
R01704	-59.2	12.2	9.0	0.1	298.15	
R01705	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01706	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01707	-24.4	14.6	9.0	0.1	298.15	
R01708	11.3	4.1	9.0	0.1	298.15	
R01709	-175.9	11.1	9.0	0.1	298.15	
R01710	-97.4	10.2	9.0	0.1	298.15	
R01711	-111.8	9.2	9.0	0.1	298.15	
R01712	-0.6	5.8	9.0	0.1	298.15	
R01713	-3.8	6.0	9.0	0.1	298.15	
R01714	-47.9	12.2	9.0	0.1	298.15	
R01715	-21.1	15.4	9.0	0.1	298.15	
R01716	-19.4	6.0	9.0	0.1	298.15	
R01717	1.0	3.3	9.0	0.1	298.15	
R01718	-8.5	1.7	9.0	0.1	298.15	
R01720	19.3	7.5	9.0	0.1	298.15	
R01721	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01722	-0.4	9.4	9.0	0.1	298.15	
R01723	-52.9	8.5	9.0	0.1	298.15	
R01724	0.2	5.8	9.0	0.1	298.15	
R01725	-286.6	10.8	9.0	0.1	298.15	
R01728	-15.4	18.2	9.0	0.1	298.15	
R01730	-14.4	18.2	9.0	0.1	298.15	
R01731	-11.3	3.7	9.0	0.1	298.15	
R01732	17.5	12.2	9.0	0.1	298.15	
R01734	-272.1	16.1	9.0	0.1	298.15	
R01735	-58.3	5.0	9.0	0.1	298.15	
R01736	-42.0	6.0	9.0	0.1	298.15	
R01737	-20.9	6.4	9.0	0.1	298.15	
R01738	13.6	6.5	9.0	0.1	298.15	
R01739	7.8	1.7	9.0	0.1	298.15	
R01740	14.6	6.5	9.0	0.1	298.15	
R01741	12.7	6.2	9.0	0.1	298.15	
R01742	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01745	21.9	3.3	9.0	0.1	298.15	
R01747	22.9	3.4	9.0	0.1	298.15	
R01748	-19.0	1.3	9.0	0.1	298.15	
R01749	20.5	7.6	9.0	0.1	298.15	
R01750	21.5	7.6	9.0	0.1	298.15	
R01751	-2.7	6.8	9.0	0.1	298.15	
R01752	-72.2	3.1	9.0	0.1	298.15	
R01754	-13.5	3.6	9.0	0.1	298.15	
R01757	-19.0	4.5	9.0	0.1	298.15	
R01758	3.5	3.6	9.0	0.1	298.15	
R01759	4.5	3.6	9.0	0.1	298.15	
R01760	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01761	4.7	3.3	9.0	0.1	298.15	
R01763	9.4	2.4	9.0	0.1	298.15	
R01764	-2.3	7.9	9.0	0.1	298.15	
R01766	-2.0	6.1	9.0	0.1	298.15	
R01767	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01768	4.6	7.5	9.0	0.1	298.15	
R01769	-117.5	11.1	9.0	0.1	298.15	
R01770	-5.8	3.5	9.0	0.1	298.15	
R01771	-41.9	8.8	9.0	0.1	298.15	
R01773	11.0	3.4	9.0	0.1	298.15	
R01775	11.9	3.4	9.0	0.1	298.15	
R01776	-21.4	9.3	9.0	0.1	298.15	
R01777	-25.5	10.7	9.0	0.1	298.15	
R01778	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01779	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01780	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01781	15.5	3.9	9.0	0.1	298.15	
R01782	14.4	3.6	9.0	0.1	298.15	
R01784	19.8	5.8	9.0	0.1	298.15	
R01785	12.7	4.2	9.0	0.1	298.15	
R01786	-28.2	0.9	9.0	0.1	298.15	
R01787	1.8	2.1	9.0	0.1	298.15	
R01788	-8.6	0.9	9.0	0.1	298.15	
R01793	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01794	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01795	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01797	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01798	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01799	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01800	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01801	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01802	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01803	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01804	61.4	2.1	9.0	0.1	298.15	
R01805	-13.8	5.7	9.0	0.1	298.15	
R01806	6.4	7.6	9.0	0.1	298.15	
R01807	3.7	7.1	9.0	0.1	298.15	
R01808	-1.1	7.1	9.0	0.1	298.15	
R01810	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01811	7.9	1.7	9.0	0.1	298.15	
R01812	-6.8	11.8	9.0	0.1	298.15	
R01813	10.2	2.0	9.0	0.1	298.15	
R01814	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01815	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01816	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01817	1.3	3.3	9.0	0.1	298.15	
R01818	4.4	3.0	9.0	0.1	298.15	
R01819	-1.1	2.3	9.0	0.1	298.15	
R01824	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01825	-64.4	4.4	9.0	0.1	298.15	
R01826	-68.7	4.7	9.0	0.1	298.15	
R01827	0.8	2.8	9.0	0.1	298.15	
R01829	12.6	5.6	9.0	0.1	298.15	
R01830	10.6	3.8	9.0	0.1	298.15	
R01833	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01834	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01835	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01836	-8.3	1.7	9.0	0.1	298.15	
R01837	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01838	-7.3	1.8	9.0	0.1	298.15	
R01840	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01841	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01842	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01843	-17.2	5.7	9.0	0.1	298.15	
R01844	-21.5	5.0	9.0	0.1	298.15	
R01845	-19.5	5.7	9.0	0.1	298.15	
R01850	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01851	-63.1	12.5	9.0	0.1	298.15	
R01853	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01854	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01855	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01856	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01857	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01858	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01859	-12.3	10.4	9.0	0.1	298.15	
R01860	0.4	6.5	9.0	0.1	298.15	
R01861	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01862	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01863	6.7	2.1	9.0	0.1	298.15	
R01866	2.4	2.5	9.0	0.1	298.15	
R01867	-50.4	4.7	9.0	0.1	298.15	
R01868	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01869	1.4	2.4	9.0	0.1	298.15	
R01870	6.0	2.6	9.0	0.1	298.15	
R01872	5.2	5.8	9.0	0.1	298.15	
R01873	-55.0	12.2	9.0	0.1	298.15	
R01874	-4.3	8.8	9.0	0.1	298.15	
R01875	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01876	8.8	2.6	9.0	0.1	298.15	
R01877	-11.7	8.2	9.0	0.1	298.15	
R01878	-15.5	2.2	9.0	0.1	298.15	
R01879	-453.1	12.2	9.0	0.1	298.15	
R01880	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01881	2.1	0.4	9.0	0.1	298.15	
R01882	-38.9	0.7	9.0	0.1	298.15	
R01883	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01884	2.8	8.4	9.0	0.1	298.15	
R01885	-33.0	7.6	9.0	0.1	298.15	
R01886	2.6	11.7	9.0	0.1	298.15	
R01887	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01888	-10.1	2.7	9.0	0.1	298.15	
R01889	-29.7	3.4	9.0	0.1	298.15	
R01890	4.5	5.8	9.0	0.1	298.15	
R01891	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01892	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01895	8.0	2.1	9.0	0.1	298.15	
R01896	8.6	1.9	9.0	0.1	298.15	
R01898	-2.7	3.5	9.0	0.1	298.15	
R01899	10.5	5.2	9.0	0.1	298.15	
R01900	0.7	2.2	9.0	0.1	298.15	
R01901	-32.1	4.9	9.0	0.1	298.15	
R01902	-35.5	5.1	9.0	0.1	298.15	
R01903	18.2	5.1	9.0	0.1	298.15	
R01904	9.1	2.6	9.0	0.1	298.15	
R01905	7.0	7.7	9.0	0.1	298.15	
R01906	-12.6	4.9	9.0	0.1	298.15	
R01908	-7.6	11.0	9.0	0.1	298.15	
R01909	-21.0	8.0	9.0	0.1	298.15	
R01910	-108.1	11.4	9.0	0.1	298.15	
R01911	15.7	8.1	9.0	0.1	298.15	
R01912	-26.6	9.0	9.0	0.1	298.15	
R01913	-487.8	8.5	9.0	0.1	298.15	
R01914	-92.2	12.2	9.0	0.1	298.15	
R01915	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01917	-30.1	10.0	9.0	0.1	298.15	
R01918	-6.6	10.0	9.0	0.1	298.15	
R01919	0.6	5.8	9.0	0.1	298.15	
R01920	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01921	15.2	4.1	9.0	0.1	298.15	
R01922	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01923	0.3	5.8	9.0	0.1	298.15	
R01924	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01925	-1.0	5.8	9.0	0.1	298.15	
R01926	-20.5	2.4	9.0	0.1	298.15	
R01928	-33.1	4.5	9.0	0.1	298.15	
R01929	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01930	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01931	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01932	-14.0	4.3	9.0	0.1	298.15	
R01933	-31.4	16.7	9.0	0.1	298.15	
R01934	9.6	8.5	9.0	0.1	298.15	
R01936	-1.2	7.7	9.0	0.1	298.15	
R01937	73.1	6.6	9.0	0.1	298.15	
R01938	74.1	6.6	9.0	0.1	298.15	
R01939	-0.7	5.8	9.0	0.1	298.15	
R01940	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01941	-22.3	15.0	9.0	0.1	298.15	
R01942	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01943	-19.3	15.3	9.0	0.1	298.15	
R01944	-34.7	14.7	9.0	0.1	298.15	
R01945	19.4	18.6	9.0	0.1	298.15	
R01946	-4.6	16.3	9.0	0.1	298.15	
R01951	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01952	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01954	-19.2	2.9	9.0	0.1	298.15	
R01956	-7.3	3.6	9.0	0.1	298.15	
R01957	-15.6	4.6	9.0	0.1	298.15	
R01959	-42.6	10.5	9.0	0.1	298.15	
R01960	-431.7	7.0	9.0	0.1	298.15	
R01961	-22.0	5.8	9.0	0.1	298.15	
R01962	-174.3	8.8	9.0	0.1	298.15	
R01963	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01964	-25.7	6.4	9.0	0.1	298.15	
R01965	-25.1	6.2	9.0	0.1	298.15	
R01967	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01968	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01969	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01971	-25.4	5.8	9.0	0.1	298.15	
R01972	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01973	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01974	16.2	10.5	9.0	0.1	298.15	
R01975	6.6	2.4	9.0	0.1	298.15	
R01976	7.6	2.5	9.0	0.1	298.15	
R01977	8.1	7.1	9.0	0.1	298.15	
R01978	29.9	15.8	9.0	0.1	298.15	
R01980	-17.6	3.9	9.0	0.1	298.15	
R01981	-51.0	4.1	9.0	0.1	298.15	
R01983	1.1	4.1	9.0	0.1	298.15	
R01984	42.7	5.3	9.0	0.1	298.15	
R01986	-69.3	4.3	9.0	0.1	298.15	
R01987	20.5	4.8	9.0	0.1	298.15	
R01989	41.7	15.1	9.0	0.1	298.15	
R01990	-69.8	11.5	9.0	0.1	298.15	
R01991	-50.3	10.1	9.0	0.1	298.15	
R01992	-5.4	10.0	9.0	0.1	298.15	
R01993	-15.1	3.3	9.0	0.1	298.15	
R01994	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01995	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01996	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01997	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01998	nan	nan	9.0	0.1	298.15	uncertainty is too high
R01999	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02000	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02002	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02003	-83.2	7.0	9.0	0.1	298.15	
R02004	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02006	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02007	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02008	-36.6	10.6	9.0	0.1	298.15	
R02009	-33.7	7.0	9.0	0.1	298.15	
R02010	-265.5	14.4	9.0	0.1	298.15	
R02011	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02012	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02013	-186.7	11.9	9.0	0.1	298.15	
R02014	45.1	8.3	9.0	0.1	298.15	
R02016	-3.2	2.9	9.0	0.1	298.15	
R02017	48.3	7.1	9.0	0.1	298.15	
R02018	43.3	9.7	9.0	0.1	298.15	
R02019	42.3	5.8	9.0	0.1	298.15	
R02020	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02021	-59.6	12.1	9.0	0.1	298.15	
R02022	39.5	10.4	9.0	0.1	298.15	
R02023	39.2	10.5	9.0	0.1	298.15	
R02024	44.3	5.7	9.0	0.1	298.15	
R02025	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02026	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02027	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02029	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02030	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02032	9.4	3.9	9.0	0.1	298.15	
R02034	10.4	3.9	9.0	0.1	298.15	
R02035	-32.3	3.3	9.0	0.1	298.15	
R02036	-43.1	5.1	9.0	0.1	298.15	
R02037	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02038	2.0	5.8	9.0	0.1	298.15	
R02039	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02040	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02041	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02042	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02047	10.0	3.3	9.0	0.1	298.15	
R02050	-1.7	4.0	9.0	0.1	298.15	
R02051	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02052	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02053	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02054	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02055	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02056	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02057	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02058	-29.4	7.4	9.0	0.1	298.15	
R02059	-13.6	7.5	9.0	0.1	298.15	
R02060	-4.9	3.3	9.0	0.1	298.15	
R02061	-83.2	7.0	9.0	0.1	298.15	
R02063	-146.8	10.6	9.0	0.1	298.15	
R02064	-430.1	44.8	9.0	0.1	298.15	
R02065	-151.4	10.0	9.0	0.1	298.15	
R02068	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02071	-23.9	4.9	9.0	0.1	298.15	
R02073	-4.6	4.3	9.0	0.1	298.15	
R02075	-263.4	10.4	9.0	0.1	298.15	
R02076	-264.1	10.4	9.0	0.1	298.15	
R02077	-8.2	3.6	9.0	0.1	298.15	
R02080	-8.0	6.1	9.0	0.1	298.15	
R02081	-15.0	15.4	9.0	0.1	298.15	
R02082	-13.0	15.4	9.0	0.1	298.15	
R02083	-34.3	15.3	9.0	0.1	298.15	
R02084	-3.1	15.4	9.0	0.1	298.15	
R02085	3.2	3.7	9.0	0.1	298.15	
R02087	2.2	5.8	9.0	0.1	298.15	
R02088	-16.2	5.0	9.0	0.1	298.15	
R02089	-20.5	5.0	9.0	0.1	298.15	
R02090	1.4	5.8	9.0	0.1	298.15	
R02091	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02092	-34.2	5.8	9.0	0.1	298.15	
R02093	2.5	5.1	9.0	0.1	298.15	
R02094	-2.5	5.8	9.0	0.1	298.15	
R02095	-39.2	5.1	9.0	0.1	298.15	
R02096	-24.4	6.3	9.0	0.1	298.15	
R02097	-30.8	8.1	9.0	0.1	298.15	
R02098	0.1	2.5	9.0	0.1	298.15	
R02099	-24.7	2.4	9.0	0.1	298.15	
R02100	-58.3	4.9	9.0	0.1	298.15	
R02101	-44.8	9.8	9.0	0.1	298.15	
R02102	-12.0	2.4	9.0	0.1	298.15	
R02103	-33.8	9.0	9.0	0.1	298.15	
R02106	36.8	25.9	9.0	0.1	298.15	
R02107	-155.9	12.2	9.0	0.1	298.15	
R02109	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02110	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02111	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02112	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02113	-22.4	4.3	9.0	0.1	298.15	
R02114	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02115	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02116	1631.9	88.0	9.0	0.1	298.15	
R02118	-29.9	4.2	9.0	0.1	298.15	
R02119	-32.1	4.4	9.0	0.1	298.15	
R02122	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02123	-61.2	21.9	9.0	0.1	298.15	
R02124	-0.0	3.3	9.0	0.1	298.15	
R02125	-183.3	23.4	9.0	0.1	298.15	
R02126	7.7	5.8	9.0	0.1	298.15	
R02127	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02128	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02129	-67.8	22.8	9.0	0.1	298.15	
R02130	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02131	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02132	-291.0	16.6	9.0	0.1	298.15	
R02133	-15.0	8.0	9.0	0.1	298.15	
R02134	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02135	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02136	-33.2	4.4	9.0	0.1	298.15	
R02137	-3.5	8.4	9.0	0.1	298.15	
R02138	-7.1	11.5	9.0	0.1	298.15	
R02139	38.8	7.3	9.0	0.1	298.15	
R02141	-6.4	12.1	9.0	0.1	298.15	
R02142	28.3	7.3	9.0	0.1	298.15	
R02143	-5.4	6.8	9.0	0.1	298.15	
R02144	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02145	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02147	10.8	4.1	9.0	0.1	298.15	
R02148	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02150	-85.4	9.0	9.0	0.1	298.15	
R02152	-22.1	3.4	9.0	0.1	298.15	
R02155	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02156	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02157	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02158	-73.6	5.3	9.0	0.1	298.15	
R02159	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02160	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02161	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02163	73.5	5.9	9.0	0.1	298.15	
R02164	-21.8	7.1	9.0	0.1	298.15	
R02165	-49.3	10.2	9.0	0.1	298.15	
R02166	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02167	-10.5	3.5	9.0	0.1	298.15	
R02168	-27.4	7.3	9.0	0.1	298.15	
R02170	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02171	-23.2	8.5	9.0	0.1	298.15	
R02172	-7.9	8.7	9.0	0.1	298.15	
R02173	-96.2	9.0	9.0	0.1	298.15	
R02174	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02175	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02177	-4.1	3.1	9.0	0.1	298.15	
R02178	-393.4	6.2	9.0	0.1	298.15	
R02179	-22.4	4.3	9.0	0.1	298.15	
R02180	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02181	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02182	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02183	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02190	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02191	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02192	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02193	-15.8	18.9	9.0	0.1	298.15	
R02194	-19.3	15.3	9.0	0.1	298.15	
R02195	19.5	18.6	9.0	0.1	298.15	
R02196	20.6	6.9	9.0	0.1	298.15	
R02197	-101.5	10.7	9.0	0.1	298.15	
R02199	-5.2	6.9	9.0	0.1	298.15	
R02200	7.8	8.2	9.0	0.1	298.15	
R02201	11.1	2.5	9.0	0.1	298.15	
R02203	12.1	2.4	9.0	0.1	298.15	
R02204	-93.3	18.5	9.0	0.1	298.15	
R02205	34.5	17.6	9.0	0.1	298.15	
R02206	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02207	9.2	1.9	9.0	0.1	298.15	
R02208	3.4	15.1	9.0	0.1	298.15	
R02209	10.2	2.0	9.0	0.1	298.15	
R02210	-419.7	7.0	9.0	0.1	298.15	
R02211	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02212	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02213	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02214	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02215	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02216	-5.1	3.0	9.0	0.1	298.15	
R02218	-361.8	8.6	9.0	0.1	298.15	
R02219	-3.4	15.1	9.0	0.1	298.15	
R02220	-22.9	15.0	9.0	0.1	298.15	
R02221	-17.6	21.5	9.0	0.1	298.15	
R02222	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02223	-35.7	7.0	9.0	0.1	298.15	
R02224	-37.7	7.1	9.0	0.1	298.15	
R02225	-10.3	2.7	9.0	0.1	298.15	
R02226	nan	nan	9.0	0.1	298.15	uncertainty is too high
R02227	-8.3	2.7	9.0	0.1	298.15	
R02228	-26.4	2.7	9.0	0.1	298.15	
R02229	2.8	2.9	9.0	0.1	298.15	
R02231	-355.4	12.9	9.0	0.1	298.15	
R02232	-10.9	19.3	9.0	0.1	298.15	
R02233	-119.7	13.9	9.0	0.1	298.15	
R02234	nan	nan	9.0	0.1	298.15	uncertainty is too high
