!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='6.5' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R01891	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01892	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01895	22.5	2.1	6.5	0.1	298.15	
R01896	23.0	1.9	6.5	0.1	298.15	
R01898	-2.9	3.5	6.5	0.1	298.15	
R01899	24.8	5.2	6.5	0.1	298.15	
R01900	0.7	2.2	6.5	0.1	298.15	
R01901	-19.5	4.9	6.5	0.1	298.15	
R01902	-22.0	5.1	6.5	0.1	298.15	
R01903	32.7	5.1	6.5	0.1	298.15	
R01904	23.6	2.6	6.5	0.1	298.15	
R01905	-8.7	7.7	6.5	0.1	298.15	
R01906	-12.7	4.9	6.5	0.1	298.15	
R01908	-21.9	11.0	6.5	0.1	298.15	
R01909	-7.3	8.0	6.5	0.1	298.15	
R01910	-106.7	11.4	6.5	0.1	298.15	
R01911	17.6	8.1	6.5	0.1	298.15	
R01912	-13.9	9.0	6.5	0.1	298.15	
R01913	-599.0	8.5	6.5	0.1	298.15	
R01914	-92.1	12.2	6.5	0.1	298.15	
R01915	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01917	-22.7	10.0	6.5	0.1	298.15	
R01918	-2.2	10.0	6.5	0.1	298.15	
R01919	0.4	5.8	6.5	0.1	298.15	
R01920	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01921	29.5	4.1	6.5	0.1	298.15	
R01922	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01923	2.1	5.8	6.5	0.1	298.15	
R01924	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01925	-1.1	5.8	6.5	0.1	298.15	
R01926	-8.3	2.4	6.5	0.1	298.15	
R01928	-20.2	4.5	6.5	0.1	298.15	
R01929	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01930	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01931	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01932	-28.3	4.3	6.5	0.1	298.15	
R01933	-32.9	16.7	6.5	0.1	298.15	
R01934	9.7	8.5	6.5	0.1	298.15	
R01936	-15.5	7.7	6.5	0.1	298.15	
R01937	91.3	6.6	6.5	0.1	298.15	
R01938	92.4	6.6	6.5	0.1	298.15	
R01939	-0.7	5.8	6.5	0.1	298.15	
R01940	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01941	-8.1	15.0	6.5	0.1	298.15	
R01942	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01943	-8.4	15.3	6.5	0.1	298.15	
R01944	-24.7	14.7	6.5	0.1	298.15	
R01945	19.5	18.6	6.5	0.1	298.15	
R01946	-2.7	16.3	6.5	0.1	298.15	
R01951	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01952	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01954	5.6	2.9	6.5	0.1	298.15	
R01956	-7.5	3.6	6.5	0.1	298.15	
R01957	-15.5	4.6	6.5	0.1	298.15	
R01959	-28.4	10.5	6.5	0.1	298.15	
R01960	-445.2	7.0	6.5	0.1	298.15	
R01961	-7.0	5.8	6.5	0.1	298.15	
R01962	-159.4	8.8	6.5	0.1	298.15	
R01963	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01964	-10.7	6.4	6.5	0.1	298.15	
R01965	-10.1	6.2	6.5	0.1	298.15	
R01967	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01968	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01969	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01971	-11.2	5.8	6.5	0.1	298.15	
R01972	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01973	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01974	1.9	10.5	6.5	0.1	298.15	
R01975	20.9	2.4	6.5	0.1	298.15	
R01976	21.9	2.5	6.5	0.1	298.15	
R01977	22.3	7.1	6.5	0.1	298.15	
R01978	14.0	15.8	6.5	0.1	298.15	
R01980	-4.5	3.9	6.5	0.1	298.15	
R01981	-22.5	4.1	6.5	0.1	298.15	
R01983	1.4	4.1	6.5	0.1	298.15	
R01984	28.4	5.3	6.5	0.1	298.15	
R01986	-40.9	4.3	6.5	0.1	298.15	
R01987	18.7	4.8	6.5	0.1	298.15	
R01989	40.9	15.1	6.5	0.1	298.15	
R01990	-69.5	11.5	6.5	0.1	298.15	
R01991	-27.3	10.1	6.5	0.1	298.15	
R01992	-3.3	10.0	6.5	0.1	298.15	
R01993	-0.8	3.3	6.5	0.1	298.15	
R01994	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01995	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01996	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01997	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01998	nan	nan	6.5	0.1	298.15	uncertainty is too high
R01999	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02000	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02002	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02003	-71.2	7.0	6.5	0.1	298.15	
R02004	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02006	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02007	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02008	-65.2	10.6	6.5	0.1	298.15	
R02009	-21.7	7.0	6.5	0.1	298.15	
R02010	-253.5	14.4	6.5	0.1	298.15	
R02011	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02012	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02013	-174.8	11.9	6.5	0.1	298.15	
R02014	41.0	8.3	6.5	0.1	298.15	
R02016	15.2	2.9	6.5	0.1	298.15	
R02017	44.1	7.1	6.5	0.1	298.15	
R02018	39.4	9.7	6.5	0.1	298.15	
R02019	38.2	5.8	6.5	0.1	298.15	
R02020	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02021	-30.0	12.1	6.5	0.1	298.15	
R02022	35.3	10.4	6.5	0.1	298.15	
R02023	35.3	10.5	6.5	0.1	298.15	
R02024	40.1	5.7	6.5	0.1	298.15	
R02025	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02026	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02027	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02029	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02030	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02032	23.7	3.9	6.5	0.1	298.15	
R02034	24.7	3.9	6.5	0.1	298.15	
R02035	-18.1	3.3	6.5	0.1	298.15	
R02036	-43.1	5.1	6.5	0.1	298.15	
R02037	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02038	0.1	5.8	6.5	0.1	298.15	
R02039	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02040	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02041	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02042	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02047	24.2	3.3	6.5	0.1	298.15	
R02050	-0.9	4.0	6.5	0.1	298.15	
R02051	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02052	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02053	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02054	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02055	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02056	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02057	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02058	-20.5	7.4	6.5	0.1	298.15	
R02059	-6.6	7.5	6.5	0.1	298.15	
R02060	-2.6	3.3	6.5	0.1	298.15	
R02061	-71.2	7.0	6.5	0.1	298.15	
R02063	-189.6	10.6	6.5	0.1	298.15	
R02064	-418.1	44.8	6.5	0.1	298.15	
R02065	-139.4	10.0	6.5	0.1	298.15	
R02068	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02071	-9.6	4.9	6.5	0.1	298.15	
R02073	-0.7	4.3	6.5	0.1	298.15	
R02075	-249.7	10.4	6.5	0.1	298.15	
R02076	-249.8	10.4	6.5	0.1	298.15	
R02077	-7.5	3.6	6.5	0.1	298.15	
R02080	-23.9	6.1	6.5	0.1	298.15	
R02081	12.1	15.4	6.5	0.1	298.15	
R02082	14.1	15.4	6.5	0.1	298.15	
R02083	-18.6	15.3	6.5	0.1	298.15	
R02084	-3.3	15.4	6.5	0.1	298.15	
R02085	3.2	3.7	6.5	0.1	298.15	
R02087	2.2	5.8	6.5	0.1	298.15	
R02088	-17.6	5.0	6.5	0.1	298.15	
R02089	-7.4	5.0	6.5	0.1	298.15	
R02090	-1.4	5.8	6.5	0.1	298.15	
R02091	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02092	-20.7	5.8	6.5	0.1	298.15	
R02093	3.3	5.1	6.5	0.1	298.15	
R02094	-4.3	5.8	6.5	0.1	298.15	
R02095	-28.2	5.1	6.5	0.1	298.15	
R02096	-11.9	6.3	6.5	0.1	298.15	
R02097	-17.0	8.1	6.5	0.1	298.15	
R02098	-1.7	2.5	6.5	0.1	298.15	
R02099	-10.2	2.4	6.5	0.1	298.15	
R02100	-35.1	4.9	6.5	0.1	298.15	
R02101	-43.1	9.8	6.5	0.1	298.15	
R02102	-14.8	2.4	6.5	0.1	298.15	
R02103	-18.9	9.0	6.5	0.1	298.15	
R02106	32.9	25.9	6.5	0.1	298.15	
R02107	-155.2	12.2	6.5	0.1	298.15	
R02109	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02110	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02111	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02112	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02113	-9.8	4.3	6.5	0.1	298.15	
R02114	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02115	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02116	1318.1	88.0	6.5	0.1	298.15	
R02118	-17.2	4.2	6.5	0.1	298.15	
R02119	-19.4	4.4	6.5	0.1	298.15	
R02122	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02123	-32.8	21.9	6.5	0.1	298.15	
R02124	14.2	3.3	6.5	0.1	298.15	
R02125	-169.1	23.4	6.5	0.1	298.15	
R02126	7.7	5.8	6.5	0.1	298.15	
R02127	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02128	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02129	-39.3	22.8	6.5	0.1	298.15	
R02130	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02131	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02132	-276.2	16.6	6.5	0.1	298.15	
R02133	-1.1	8.0	6.5	0.1	298.15	
R02134	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02135	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02136	-20.5	4.4	6.5	0.1	298.15	
R02137	1.9	8.4	6.5	0.1	298.15	
R02138	-5.4	11.5	6.5	0.1	298.15	
R02139	38.8	7.3	6.5	0.1	298.15	
R02141	4.7	12.1	6.5	0.1	298.15	
R02142	21.1	7.3	6.5	0.1	298.15	
R02143	-2.1	6.8	6.5	0.1	298.15	
R02144	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02145	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02147	12.0	4.1	6.5	0.1	298.15	
R02148	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02150	-96.3	9.0	6.5	0.1	298.15	
R02152	-21.2	3.4	6.5	0.1	298.15	
R02155	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02156	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02157	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02158	-61.9	5.3	6.5	0.1	298.15	
R02159	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02160	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02161	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02163	87.6	5.9	6.5	0.1	298.15	
R02164	-21.5	7.1	6.5	0.1	298.15	
R02165	-63.8	10.2	6.5	0.1	298.15	
R02166	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02167	-11.5	3.5	6.5	0.1	298.15	
R02168	-15.8	7.3	6.5	0.1	298.15	
R02170	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02171	-8.7	8.5	6.5	0.1	298.15	
R02172	6.3	8.7	6.5	0.1	298.15	
R02173	-94.5	9.0	6.5	0.1	298.15	
R02174	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02175	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02177	10.2	3.1	6.5	0.1	298.15	
R02178	-407.6	6.2	6.5	0.1	298.15	
R02179	-9.8	4.3	6.5	0.1	298.15	
R02180	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02181	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02182	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02183	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02190	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02191	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02192	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02193	-1.8	18.9	6.5	0.1	298.15	
R02194	-8.4	15.3	6.5	0.1	298.15	
R02195	19.5	18.6	6.5	0.1	298.15	
R02196	36.1	6.9	6.5	0.1	298.15	
R02197	-100.2	10.7	6.5	0.1	298.15	
R02199	-4.7	6.9	6.5	0.1	298.15	
R02200	7.9	8.2	6.5	0.1	298.15	
R02201	25.2	2.5	6.5	0.1	298.15	
R02203	26.2	2.4	6.5	0.1	298.15	
R02204	-79.9	18.5	6.5	0.1	298.15	
R02205	33.7	17.6	6.5	0.1	298.15	
R02206	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02207	23.5	1.9	6.5	0.1	298.15	
R02208	17.7	15.1	6.5	0.1	298.15	
R02209	24.5	2.0	6.5	0.1	298.15	
R02210	-434.0	7.0	6.5	0.1	298.15	
R02211	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02212	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02213	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02214	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02215	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02216	9.2	3.0	6.5	0.1	298.15	
R02218	-390.4	8.6	6.5	0.1	298.15	
R02219	-17.7	15.1	6.5	0.1	298.15	
R02220	-8.1	15.0	6.5	0.1	298.15	
R02221	-5.5	21.5	6.5	0.1	298.15	
R02222	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02223	-77.0	7.0	6.5	0.1	298.15	
R02224	-79.0	7.1	6.5	0.1	298.15	
R02225	3.9	2.7	6.5	0.1	298.15	
R02226	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02227	4.0	2.7	6.5	0.1	298.15	
R02228	-28.8	2.7	6.5	0.1	298.15	
R02229	-11.4	2.9	6.5	0.1	298.15	
R02231	-369.7	12.9	6.5	0.1	298.15	
R02232	-10.8	19.3	6.5	0.1	298.15	
R02233	-117.6	13.9	6.5	0.1	298.15	
R02234	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02235	23.8	6.2	6.5	0.1	298.15	
R02236	24.8	6.2	6.5	0.1	298.15	
R02237	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02238	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02239	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02240	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02241	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02242	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02243	-19.8	7.2	6.5	0.1	298.15	
R02244	3.6	5.4	6.5	0.1	298.15	
R02245	-11.6	4.6	6.5	0.1	298.15	
R02246	89.7	5.3	6.5	0.1	298.15	
R02247	90.7	5.4	6.5	0.1	298.15	
R02248	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02249	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02250	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02251	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02252	61.0	8.0	6.5	0.1	298.15	
R02253	-440.0	10.6	6.5	0.1	298.15	
R02254	-440.0	10.6	6.5	0.1	298.15	
R02255	-3.3	18.2	6.5	0.1	298.15	
R02256	4.6	10.5	6.5	0.1	298.15	
R02257	35.3	3.0	6.5	0.1	298.15	
R02258	33.2	3.3	6.5	0.1	298.15	
R02259	36.3	2.9	6.5	0.1	298.15	
R02260	14.6	4.2	6.5	0.1	298.15	
R02261	18.0	3.4	6.5	0.1	298.15	
R02262	19.8	5.8	6.5	0.1	298.15	
R02263	6.4	5.8	6.5	0.1	298.15	
R02264	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02265	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02266	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02267	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02268	11.6	16.2	6.5	0.1	298.15	
R02269	-5.0	3.3	6.5	0.1	298.15	
R02271	0.2	3.8	6.5	0.1	298.15	
R02272	7.4	1.3	6.5	0.1	298.15	
R02273	-11.2	4.4	6.5	0.1	298.15	
R02274	-0.2	3.7	6.5	0.1	298.15	
R02276	-6.6	3.5	6.5	0.1	298.15	
R02277	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02278	-34.1	5.7	6.5	0.1	298.15	
R02279	-56.1	6.4	6.5	0.1	298.15	
R02280	23.0	6.6	6.5	0.1	298.15	
R02281	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02282	3.7	5.8	6.5	0.1	298.15	
R02283	-11.1	7.5	6.5	0.1	298.15	
R02284	1.4	5.8	6.5	0.1	298.15	
R02285	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02286	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02287	0.8	4.1	6.5	0.1	298.15	
R02288	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02289	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02291	-10.7	3.3	6.5	0.1	298.15	
R02292	-111.7	11.8	6.5	0.1	298.15	
R02293	19.5	9.3	6.5	0.1	298.15	
R02294	-9.9	5.8	6.5	0.1	298.15	
R02295	7.9	9.3	6.5	0.1	298.15	
R02296	15.8	8.1	6.5	0.1	298.15	
R02297	11.7	5.8	6.5	0.1	298.15	
R02298	20.2	8.6	6.5	0.1	298.15	
R02300	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02301	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02302	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02303	2.6	2.5	6.5	0.1	298.15	
R02305	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02306	-301.2	24.7	6.5	0.1	298.15	
R02307	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02309	-1018.8	13.9	6.5	0.1	298.15	
R02310	8.5	9.1	6.5	0.1	298.15	
R02311	-351.0	39.3	6.5	0.1	298.15	
R02313	39.0	7.0	6.5	0.1	298.15	
R02315	40.0	7.0	6.5	0.1	298.15	
R02317	-16.8	9.6	6.5	0.1	298.15	
R02318	0.0	0.0	6.5	0.1	298.15	
R02319	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02320	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02321	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02322	5.9	10.7	6.5	0.1	298.15	
R02323	4.8	9.8	6.5	0.1	298.15	
R02324	-29.8	9.9	6.5	0.1	298.15	
R02325	-25.9	3.8	6.5	0.1	298.15	
R02326	4.4	9.9	6.5	0.1	298.15	
R02327	-18.2	12.6	6.5	0.1	298.15	
R02328	-4.0	5.8	6.5	0.1	298.15	
R02329	-10.0	10.5	6.5	0.1	298.15	
R02330	-27.1	2.5	6.5	0.1	298.15	
R02331	2.2	2.5	6.5	0.1	298.15	
R02332	-16.0	7.8	6.5	0.1	298.15	
R02336	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02337	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02338	-339.6	12.5	6.5	0.1	298.15	
R02339	-455.4	11.6	6.5	0.1	298.15	
R02340	19.3	5.8	6.5	0.1	298.15	
R02341	2.1	4.9	6.5	0.1	298.15	
R02343	23.5	1.9	6.5	0.1	298.15	
R02344	23.5	1.9	6.5	0.1	298.15	
R02345	1.6	4.0	6.5	0.1	298.15	
R02347	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02349	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02350	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02351	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02352	7.8	2.9	6.5	0.1	298.15	
R02353	8.8	3.0	6.5	0.1	298.15	
R02354	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02355	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02356	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02358	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02359	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02363	-270.5	33.9	6.5	0.1	298.15	
R02364	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02365	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02366	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02367	-42.4	13.7	6.5	0.1	298.15	
R02368	23.0	5.8	6.5	0.1	298.15	
R02369	-13.2	21.9	6.5	0.1	298.15	
R02370	-22.3	8.3	6.5	0.1	298.15	
R02371	-13.1	11.2	6.5	0.1	298.15	
R02372	-10.9	5.1	6.5	0.1	298.15	
R02373	-127.1	8.7	6.5	0.1	298.15	
R02374	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02375	2.0	11.5	6.5	0.1	298.15	
R02376	-37.3	4.0	6.5	0.1	298.15	
R02377	28.9	6.1	6.5	0.1	298.15	
R02378	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02379	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02380	5.3	5.8	6.5	0.1	298.15	
R02381	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02382	-94.5	9.0	6.5	0.1	298.15	
R02383	-444.2	7.0	6.5	0.1	298.15	
R02384	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02385	-24.4	14.7	6.5	0.1	298.15	
R02387	-18.6	6.1	6.5	0.1	298.15	
R02388	-38.1	6.4	6.5	0.1	298.15	
R02389	-3.7	11.1	6.5	0.1	298.15	
R02391	-105.9	21.8	6.5	0.1	298.15	
R02393	-104.9	21.8	6.5	0.1	298.15	
R02394	-677.5	43.9	6.5	0.1	298.15	
R02395	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02396	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02397	-449.2	9.2	6.5	0.1	298.15	
R02398	-21.2	6.1	6.5	0.1	298.15	
R02401	-32.5	2.2	6.5	0.1	298.15	
R02402	-6.4	15.3	6.5	0.1	298.15	
R02404	-6.4	15.3	6.5	0.1	298.15	
R02405	-4.0	15.4	6.5	0.1	298.15	
R02406	-10.1	15.5	6.5	0.1	298.15	
R02407	-3.3	15.4	6.5	0.1	298.15	
R02408	35.5	14.6	6.5	0.1	298.15	
R02409	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02410	-13.1	8.9	6.5	0.1	298.15	
R02411	-5.4	6.1	6.5	0.1	298.15	
R02412	-3.0	9.2	6.5	0.1	298.15	
R02413	83.0	7.9	6.5	0.1	298.15	
R02415	21.2	12.1	6.5	0.1	298.15	
R02416	1.7	18.0	6.5	0.1	298.15	
R02417	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02418	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02419	18.8	5.8	6.5	0.1	298.15	
R02420	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02422	1.0	5.8	6.5	0.1	298.15	
R02423	0.4	16.6	6.5	0.1	298.15	
R02424	-49.3	18.5	6.5	0.1	298.15	
R02425	-49.3	18.5	6.5	0.1	298.15	
R02426	-56.7	10.8	6.5	0.1	298.15	
R02427	-16.5	4.7	6.5	0.1	298.15	
R02428	-18.4	4.4	6.5	0.1	298.15	
R02429	-41.9	2.4	6.5	0.1	298.15	
R02430	-10.3	2.4	6.5	0.1	298.15	
R02432	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02433	-8.7	3.6	6.5	0.1	298.15	
R02434	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02436	42.9	5.2	6.5	0.1	298.15	
R02437	0.2	3.3	6.5	0.1	298.15	
R02438	2.0	3.1	6.5	0.1	298.15	
R02439	-10.3	4.6	6.5	0.1	298.15	
R02441	22.7	3.6	6.5	0.1	298.15	
R02442	-445.2	7.0	6.5	0.1	298.15	
R02443	-890.4	14.0	6.5	0.1	298.15	
R02444	-460.3	9.4	6.5	0.1	298.15	
R02445	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02446	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02447	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02449	-445.2	7.0	6.5	0.1	298.15	
R02450	-24.5	16.2	6.5	0.1	298.15	
R02451	-55.8	20.2	6.5	0.1	298.15	
R02452	-19.5	15.2	6.5	0.1	298.15	
R02453	-24.3	15.3	6.5	0.1	298.15	
R02454	16.9	4.3	6.5	0.1	298.15	
R02455	16.3	2.3	6.5	0.1	298.15	
R02456	17.3	2.4	6.5	0.1	298.15	
R02457	-100.8	10.1	6.5	0.1	298.15	
R02458	-58.6	12.6	6.5	0.1	298.15	
R02459	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02460	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02461	4.2	5.8	6.5	0.1	298.15	
R02462	26.0	2.0	6.5	0.1	298.15	
R02463	67.1	2.8	6.5	0.1	298.15	
R02464	-0.0	4.5	6.5	0.1	298.15	
R02466	-22.7	6.1	6.5	0.1	298.15	
R02467	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02468	-412.3	6.4	6.5	0.1	298.15	
R02469	-412.3	6.4	6.5	0.1	298.15	
R02470	-399.1	6.1	6.5	0.1	298.15	
R02471	22.0	9.3	6.5	0.1	298.15	
R02472	23.5	5.8	6.5	0.1	298.15	
R02473	-37.5	2.6	6.5	0.1	298.15	
R02474	7.0	2.4	6.5	0.1	298.15	
R02476	9.2	3.0	6.5	0.1	298.15	
R02477	10.2	3.1	6.5	0.1	298.15	
R02478	-11.1	4.7	6.5	0.1	298.15	
R02480	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02481	-19.4	3.4	6.5	0.1	298.15	
R02482	-20.7	4.0	6.5	0.1	298.15	
R02484	2.4	9.9	6.5	0.1	298.15	
R02485	-24.4	3.8	6.5	0.1	298.15	
R02486	-543.7	12.5	6.5	0.1	298.15	
R02487	21.8	17.8	6.5	0.1	298.15	
R02488	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02489	-13.9	6.5	6.5	0.1	298.15	
R02490	4.6	3.1	6.5	0.1	298.15	
R02491	4.6	3.1	6.5	0.1	298.15	
R02492	-293.4	13.1	6.5	0.1	298.15	
R02493	-11.0	8.7	6.5	0.1	298.15	
R02494	13.9	8.7	6.5	0.1	298.15	
R02497	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02498	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02499	nan	nan	6.5	0.1	298.15	uncertainty is too high
R02501	nan	nan	6.5	0.1	298.15	uncertainty is too high
