!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='6.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R02637	26.4	1.9	6.0	0.1	298.15	
R02639	27.5	2.0	6.0	0.1	298.15	
R02640	26.4	1.9	6.0	0.1	298.15	
R02642	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02643	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02644	0.0	0.0	6.0	0.1	298.15	
R02646	-20.1	10.8	6.0	0.1	298.15	
R02648	-33.8	30.1	6.0	0.1	298.15	
R02649	28.8	6.8	6.0	0.1	298.15	
R02650	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02651	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02652	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02654	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02655	-25.5	2.2	6.0	0.1	298.15	
R02656	-251.5	10.3	6.0	0.1	298.15	
R02657	164.7	8.5	6.0	0.1	298.15	
R02658	-3.9	6.9	6.0	0.1	298.15	
R02659	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02661	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02662	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02663	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02664	-17.0	4.6	6.0	0.1	298.15	
R02665	-249.0	11.8	6.0	0.1	298.15	
R02666	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02667	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02668	-48.6	4.2	6.0	0.1	298.15	
R02669	-16.7	6.5	6.0	0.1	298.15	
R02670	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02671	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02672	-18.4	6.1	6.0	0.1	298.15	
R02673	-131.3	10.2	6.0	0.1	298.15	
R02675	143.6	23.3	6.0	0.1	298.15	
R02676	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02677	-20.4	7.7	6.0	0.1	298.15	
R02678	-25.6	2.2	6.0	0.1	298.15	
R02679	28.9	2.0	6.0	0.1	298.15	
R02680	29.9	2.0	6.0	0.1	298.15	
R02681	-164.8	8.5	6.0	0.1	298.15	
R02682	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02683	26.4	1.9	6.0	0.1	298.15	
R02684	13.1	3.1	6.0	0.1	298.15	
R02685	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02687	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02688	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02689	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02691	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02692	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02693	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02694	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02695	-25.6	2.2	6.0	0.1	298.15	
R02697	-24.5	2.2	6.0	0.1	298.15	
R02698	-447.1	7.0	6.0	0.1	298.15	
R02699	-8.4	15.3	6.0	0.1	298.15	
R02700	-7.5	3.6	6.0	0.1	298.15	
R02701	-26.8	6.1	6.0	0.1	298.15	
R02702	-327.9	12.7	6.0	0.1	298.15	
R02703	17.6	2.4	6.0	0.1	298.15	
R02704	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02705	-8.8	6.0	6.0	0.1	298.15	
R02706	15.4	6.0	6.0	0.1	298.15	
R02707	21.5	11.0	6.0	0.1	298.15	
R02708	-404.2	6.1	6.0	0.1	298.15	
R02709	-11.7	4.3	6.0	0.1	298.15	
R02711	-15.4	4.5	6.0	0.1	298.15	
R02712	-12.4	4.4	6.0	0.1	298.15	
R02713	-250.1	4.2	6.0	0.1	298.15	
R02714	-15.5	4.4	6.0	0.1	298.15	
R02715	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02716	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02717	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02718	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02719	-13.9	7.0	6.0	0.1	298.15	
R02720	-33.0	4.9	6.0	0.1	298.15	
R02721	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02722	-30.3	6.2	6.0	0.1	298.15	
R02723	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02724	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02725	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02726	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02727	6.8	2.4	6.0	0.1	298.15	
R02728	-7.5	1.5	6.0	0.1	298.15	
R02729	-10.4	4.1	6.0	0.1	298.15	
R02730	-12.2	2.4	6.0	0.1	298.15	
R02731	-35.2	5.9	6.0	0.1	298.15	
R02732	10.9	5.9	6.0	0.1	298.15	
R02733	-6.3	6.5	6.0	0.1	298.15	
R02734	8.1	7.3	6.0	0.1	298.15	
R02735	-1.7	5.8	6.0	0.1	298.15	
R02736	3.3	2.6	6.0	0.1	298.15	
R02737	-12.7	3.7	6.0	0.1	298.15	
R02738	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02739	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02740	2.5	0.8	6.0	0.1	298.15	
R02741	-20.3	10.9	6.0	0.1	298.15	
R02742	24.3	4.0	6.0	0.1	298.15	
R02743	-14.7	9.9	6.0	0.1	298.15	
R02744	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02745	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02746	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02747	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02748	11.3	3.3	6.0	0.1	298.15	
R02749	-28.5	6.7	6.0	0.1	298.15	
R02750	29.3	4.7	6.0	0.1	298.15	
R02751	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02752	-41.9	2.4	6.0	0.1	298.15	
R02754	21.8	5.5	6.0	0.1	298.15	
R02755	38.1	5.9	6.0	0.1	298.15	
R02756	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02757	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02758	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02760	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02762	-26.8	2.2	6.0	0.1	298.15	
R02763	20.4	6.5	6.0	0.1	298.15	
R02764	-25.0	8.9	6.0	0.1	298.15	
R02765	0.0	5.8	6.0	0.1	298.15	
R02766	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02767	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02768	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02769	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02770	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02772	4.4	12.6	6.0	0.1	298.15	
R02773	-1.1	5.8	6.0	0.1	298.15	
R02776	13.1	3.1	6.0	0.1	298.15	
R02777	13.1	3.1	6.0	0.1	298.15	
R02778	-9.0	4.4	6.0	0.1	298.15	
R02780	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02781	11.5	6.4	6.0	0.1	298.15	
R02782	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02783	-23.9	6.2	6.0	0.1	298.15	
R02786	-23.9	6.3	6.0	0.1	298.15	
R02788	-24.8	6.3	6.0	0.1	298.15	
R02789	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02790	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02791	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02792	12.1	3.0	6.0	0.1	298.15	
R02793	13.1	3.1	6.0	0.1	298.15	
R02794	-8.3	15.3	6.0	0.1	298.15	
R02797	117.1	4.8	6.0	0.1	298.15	
R02798	-30.9	6.4	6.0	0.1	298.15	
R02799	13.1	3.1	6.0	0.1	298.15	
R02800	27.5	2.0	6.0	0.1	298.15	
R02801	-30.9	6.4	6.0	0.1	298.15	
R02802	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02804	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02805	-33.2	13.9	6.0	0.1	298.15	
R02806	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02807	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02808	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02809	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02810	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02811	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02813	0.7	2.9	6.0	0.1	298.15	
R02814	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02815	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02816	-219.4	6.8	6.0	0.1	298.15	
R02817	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02818	173.4	6.7	6.0	0.1	298.15	
R02819	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02820	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02821	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02822	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02823	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02824	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02825	41.2	16.0	6.0	0.1	298.15	
R02826	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02827	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02828	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02829	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02830	-447.1	7.0	6.0	0.1	298.15	
R02831	-16.7	6.5	6.0	0.1	298.15	
R02832	13.1	3.1	6.0	0.1	298.15	
R02834	12.1	3.0	6.0	0.1	298.15	
R02836	13.1	3.1	6.0	0.1	298.15	
R02837	-2.3	4.1	6.0	0.1	298.15	
R02838	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02839	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02840	-12.1	3.0	6.0	0.1	298.15	
R02841	20.6	15.1	6.0	0.1	298.15	
R02843	-396.1	8.6	6.0	0.1	298.15	
R02846	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02847	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02851	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02852	-0.3	7.1	6.0	0.1	298.15	
R02853	-16.5	5.7	6.0	0.1	298.15	
R02854	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02855	28.8	4.2	6.0	0.1	298.15	
R02856	29.9	4.3	6.0	0.1	298.15	
R02857	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02858	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02859	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02860	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02861	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02862	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02863	0.3	0.0	6.0	0.1	298.15	
R02864	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02865	-14.8	4.0	6.0	0.1	298.15	
R02866	-9.4	4.0	6.0	0.1	298.15	
R02867	-18.5	4.9	6.0	0.1	298.15	
R02868	-18.0	4.8	6.0	0.1	298.15	
R02869	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02872	-22.3	10.1	6.0	0.1	298.15	
R02873	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02874	-424.8	8.6	6.0	0.1	298.15	
R02875	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02876	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02877	-110.4	8.4	6.0	0.1	298.15	
R02878	30.8	5.8	6.0	0.1	298.15	
R02879	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02880	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02882	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02884	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02885	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02892	20.6	15.1	6.0	0.1	298.15	
R02893	20.6	15.1	6.0	0.1	298.15	
R02894	-106.2	19.3	6.0	0.1	298.15	
R02895	60.6	18.9	6.0	0.1	298.15	
R02896	18.0	3.0	6.0	0.1	298.15	
R02897	-61.1	5.3	6.0	0.1	298.15	
R02898	100.5	9.2	6.0	0.1	298.15	
R02899	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02901	-40.3	4.4	6.0	0.1	298.15	
R02902	-4.0	5.5	6.0	0.1	298.15	
R02903	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02904	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02905	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02906	-34.6	11.3	6.0	0.1	298.15	
R02907	-60.0	10.3	6.0	0.1	298.15	
R02908	-94.5	9.0	6.0	0.1	298.15	
R02909	-327.9	12.7	6.0	0.1	298.15	
R02910	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02911	-18.8	3.4	6.0	0.1	298.15	
R02912	-29.6	9.4	6.0	0.1	298.15	
R02914	6.2	2.6	6.0	0.1	298.15	
R02915	96.9	32.9	6.0	0.1	298.15	
R02917	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02918	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02919	-88.1	12.5	6.0	0.1	298.15	
R02920	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02921	-6.9	9.4	6.0	0.1	298.15	
R02922	38.6	14.2	6.0	0.1	298.15	
R02923	-101.8	8.9	6.0	0.1	298.15	
R02924	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02925	-7.6	7.8	6.0	0.1	298.15	
R02926	1.5	5.8	6.0	0.1	298.15	
R02927	-6.0	4.4	6.0	0.1	298.15	
R02928	17.3	5.8	6.0	0.1	298.15	
R02929	-22.7	4.5	6.0	0.1	298.15	
R02930	-1.5	4.6	6.0	0.1	298.15	
R02931	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02932	-57.6	5.3	6.0	0.1	298.15	
R02933	-15.5	4.4	6.0	0.1	298.15	
R02934	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02935	0.8	10.6	6.0	0.1	298.15	
R02936	1.9	10.6	6.0	0.1	298.15	
R02937	-10.9	9.7	6.0	0.1	298.15	
R02938	-12.5	4.4	6.0	0.1	298.15	
R02940	-25.5	2.2	6.0	0.1	298.15	
R02941	-25.5	2.2	6.0	0.1	298.15	
R02942	-62.0	6.1	6.0	0.1	298.15	
R02943	-71.5	7.8	6.0	0.1	298.15	
R02944	12.1	3.0	6.0	0.1	298.15	
R02945	12.1	3.0	6.0	0.1	298.15	
R02946	21.5	4.1	6.0	0.1	298.15	
R02947	-21.6	7.1	6.0	0.1	298.15	
R02948	-21.6	7.1	6.0	0.1	298.15	
R02949	2.4	3.3	6.0	0.1	298.15	
R02951	-61.1	5.3	6.0	0.1	298.15	
R02952	-21.4	6.5	6.0	0.1	298.15	
R02953	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02954	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02955	-8.3	15.3	6.0	0.1	298.15	
R02956	-3.4	15.4	6.0	0.1	298.15	
R02957	-42.3	5.7	6.0	0.1	298.15	
R02959	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02960	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02961	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02962	-47.8	17.7	6.0	0.1	298.15	
R02963	2.2	3.7	6.0	0.1	298.15	
R02964	-54.4	5.9	6.0	0.1	298.15	
R02965	-83.2	8.2	6.0	0.1	298.15	
R02968	-357.0	12.5	6.0	0.1	298.15	
R02969	26.5	1.9	6.0	0.1	298.15	
R02970	-8.5	3.7	6.0	0.1	298.15	
R02971	-5.0	2.4	6.0	0.1	298.15	
R02972	-28.7	6.1	6.0	0.1	298.15	
R02973	-2.2	12.2	6.0	0.1	298.15	
R02974	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02975	20.2	1.9	6.0	0.1	298.15	
R02976	-7.4	2.4	6.0	0.1	298.15	
R02978	27.4	2.0	6.0	0.1	298.15	
R02979	40.6	6.3	6.0	0.1	298.15	
R02980	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02982	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02983	2.7	10.9	6.0	0.1	298.15	
R02984	-0.2	10.5	6.0	0.1	298.15	
R02985	5.9	3.4	6.0	0.1	298.15	
R02986	-8.3	15.3	6.0	0.1	298.15	
R02987	nan	nan	6.0	0.1	298.15	uncertainty is too high
R02988	69.0	2.7	6.0	0.1	298.15	
R02989	70.1	2.8	6.0	0.1	298.15	
R02990	-3.5	15.4	6.0	0.1	298.15	
R02991	17.2	7.7	6.0	0.1	298.15	
R02992	-13.7	13.7	6.0	0.1	298.15	
R02993	28.9	2.0	6.0	0.1	298.15	
R02994	12.1	3.0	6.0	0.1	298.15	
R02995	-371.5	9.9	6.0	0.1	298.15	
R02997	-38.9	11.0	6.0	0.1	298.15	
R02998	-22.4	10.5	6.0	0.1	298.15	
R02999	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03001	-7.3	3.7	6.0	0.1	298.15	
R03003	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03004	-3.6	12.0	6.0	0.1	298.15	
R03005	-24.2	12.0	6.0	0.1	298.15	
R03006	-448.1	7.0	6.0	0.1	298.15	
R03008	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03009	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03012	24.3	2.0	6.0	0.1	298.15	
R03013	-12.8	8.6	6.0	0.1	298.15	
R03014	1.8	5.4	6.0	0.1	298.15	
R03015	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03016	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03017	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03018	-4.9	11.5	6.0	0.1	298.15	
R03019	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03020	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03021	26.4	1.9	6.0	0.1	298.15	
R03022	26.4	1.9	6.0	0.1	298.15	
R03023	-447.0	7.0	6.0	0.1	298.15	
R03024	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03025	-28.0	8.2	6.0	0.1	298.15	
R03026	3.4	3.3	6.0	0.1	298.15	
R03027	3.8	5.8	6.0	0.1	298.15	
R03028	-24.9	17.4	6.0	0.1	298.15	
R03030	0.5	16.1	6.0	0.1	298.15	
R03031	-7.8	16.5	6.0	0.1	298.15	
R03032	-41.9	2.4	6.0	0.1	298.15	
R03033	-41.9	2.4	6.0	0.1	298.15	
R03034	-13.1	4.7	6.0	0.1	298.15	
R03035	-24.5	15.9	6.0	0.1	298.15	
R03036	-3.4	15.8	6.0	0.1	298.15	
R03037	-43.9	12.7	6.0	0.1	298.15	
R03038	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03039	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03040	26.7	15.8	6.0	0.1	298.15	
R03043	28.9	2.0	6.0	0.1	298.15	
R03044	-29.9	2.0	6.0	0.1	298.15	
R03045	0.0	3.8	6.0	0.1	298.15	
R03046	11.3	4.8	6.0	0.1	298.15	
R03048	38.0	22.3	6.0	0.1	298.15	
R03049	-11.2	12.7	6.0	0.1	298.15	
R03050	2.8	3.7	6.0	0.1	298.15	
R03051	-27.5	2.0	6.0	0.1	298.15	
R03052	0.0	0.0	6.0	0.1	298.15	
R03053	-7.5	3.6	6.0	0.1	298.15	
R03054	-29.9	2.0	6.0	0.1	298.15	
R03055	3.6	5.3	6.0	0.1	298.15	
R03056	-14.7	3.4	6.0	0.1	298.15	
R03057	25.1	5.7	6.0	0.1	298.15	
R03058	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03059	-1.6	11.1	6.0	0.1	298.15	
R03060	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03062	-22.2	4.2	6.0	0.1	298.15	
R03063	-7.9	5.6	6.0	0.1	298.15	
R03064	2.2	4.1	6.0	0.1	298.15	
R03065	-2.3	4.1	6.0	0.1	298.15	
R03066	-23.1	5.6	6.0	0.1	298.15	
R03067	-45.3	7.0	6.0	0.1	298.15	
R03069	-3.3	4.1	6.0	0.1	298.15	
R03070	-4.2	5.8	6.0	0.1	298.15	
R03071	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03072	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03073	0.0	0.0	6.0	0.1	298.15	
R03075	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03076	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03077	-7.2	4.0	6.0	0.1	298.15	
R03079	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03080	28.9	2.0	6.0	0.1	298.15	
R03081	15.3	5.3	6.0	0.1	298.15	
R03082	0.4	3.9	6.0	0.1	298.15	
R03083	-132.2	10.0	6.0	0.1	298.15	
R03084	-5.3	4.1	6.0	0.1	298.15	
R03086	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03087	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03088	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03089	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03090	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03091	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03092	-459.4	11.8	6.0	0.1	298.15	
R03093	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03094	-2.5	5.3	6.0	0.1	298.15	
R03095	-31.9	6.3	6.0	0.1	298.15	
R03096	-12.4	4.4	6.0	0.1	298.15	
R03097	-327.8	12.7	6.0	0.1	298.15	
R03098	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03102	-28.8	6.1	6.0	0.1	298.15	
R03103	-27.7	6.1	6.0	0.1	298.15	
R03104	26.4	1.9	6.0	0.1	298.15	
R03105	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03106	-73.5	10.7	6.0	0.1	298.15	
R03107	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03109	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03110	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03111	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03112	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03114	13.1	3.1	6.0	0.1	298.15	
R03119	28.9	2.0	6.0	0.1	298.15	
R03120	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03121	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03122	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03123	13.1	3.1	6.0	0.1	298.15	
R03124	-448.1	7.0	6.0	0.1	298.15	
R03125	-896.3	14.0	6.0	0.1	298.15	
R03126	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03127	-3.2	8.8	6.0	0.1	298.15	
R03128	12.5	7.1	6.0	0.1	298.15	
R03130	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03131	-4.3	10.2	6.0	0.1	298.15	
R03132	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03133	-11.9	7.1	6.0	0.1	298.15	
R03134	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03135	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03136	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03137	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03138	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03139	-94.0	10.2	6.0	0.1	298.15	
R03140	-509.9	6.7	6.0	0.1	298.15	
R03141	-1639.7	16.6	6.0	0.1	298.15	
R03142	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03143	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03145	-150.1	8.6	6.0	0.1	298.15	
R03146	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03147	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03149	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03150	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03151	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03153	-6.7	15.5	6.0	0.1	298.15	
R03154	-1.8	15.6	6.0	0.1	298.15	
R03155	13.1	3.1	6.0	0.1	298.15	
R03156	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03157	-6.0	16.1	6.0	0.1	298.15	
R03158	30.3	16.1	6.0	0.1	298.15	
R03161	-1.5	4.4	6.0	0.1	298.15	
R03162	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03163	5.5	5.8	6.0	0.1	298.15	
R03164	-58.9	9.5	6.0	0.1	298.15	
R03165	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03166	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03167	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03168	-29.2	10.3	6.0	0.1	298.15	
R03169	65.1	3.5	6.0	0.1	298.15	
R03171	-25.0	16.2	6.0	0.1	298.15	
R03172	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03173	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03174	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03175	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03176	12.1	3.0	6.0	0.1	298.15	
R03177	-24.4	2.2	6.0	0.1	298.15	
R03178	-19.5	6.1	6.0	0.1	298.15	
R03180	-11.2	4.4	6.0	0.1	298.15	
R03181	-0.0	0.0	6.0	0.1	298.15	
R03182	23.1	12.6	6.0	0.1	298.15	
R03183	29.9	2.0	6.0	0.1	298.15	
R03184	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03185	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03186	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03187	-102.1	16.0	6.0	0.1	298.15	
R03188	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03189	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03190	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03191	66.6	2.5	6.0	0.1	298.15	
R03192	67.6	2.5	6.0	0.1	298.15	
R03193	-24.3	4.3	6.0	0.1	298.15	
R03194	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03195	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03197	-64.7	24.5	6.0	0.1	298.15	
R03198	-27.0	2.2	6.0	0.1	298.15	
R03199	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03200	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03201	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03202	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03203	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03204	-366.8	10.2	6.0	0.1	298.15	
R03206	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03207	-1.6	17.3	6.0	0.1	298.15	
R03208	-267.4	7.7	6.0	0.1	298.15	
R03209	-11.8	15.3	6.0	0.1	298.15	
R03210	10.8	16.2	6.0	0.1	298.15	
R03211	3.5	10.2	6.0	0.1	298.15	
R03212	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03213	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03214	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03215	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03216	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03217	-63.5	10.2	6.0	0.1	298.15	
R03218	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03219	nan	nan	6.0	0.1	298.15	uncertainty is too high
R03220	-370.1	15.1	6.0	0.1	298.15	
R03222	nan	nan	6.0	0.1	298.15	uncertainty is too high
