!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='7.5' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R01400	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01401	-11.7	9.1	7.5	0.1	298.15	
R01402	11.0	5.8	7.5	0.1	298.15	
R01403	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01404	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01406	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01407	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01408	42.0	13.2	7.5	0.1	298.15	
R01409	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01410	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01411	-21.6	8.0	7.5	0.1	298.15	
R01412	-443.9	11.7	7.5	0.1	298.15	
R01413	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01414	1.6	8.2	7.5	0.1	298.15	
R01415	2.6	8.3	7.5	0.1	298.15	
R01416	-35.8	8.3	7.5	0.1	298.15	
R01417	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01418	57.7	11.0	7.5	0.1	298.15	
R01419	-41.6	5.2	7.5	0.1	298.15	
R01420	-40.6	5.2	7.5	0.1	298.15	
R01421	-48.7	2.8	7.5	0.1	298.15	
R01422	-11.2	15.3	7.5	0.1	298.15	
R01423	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01424	-2.0	4.3	7.5	0.1	298.15	
R01425	-0.3	3.3	7.5	0.1	298.15	
R01426	43.3	8.0	7.5	0.1	298.15	
R01427	-203.2	3.6	7.5	0.1	298.15	
R01429	-24.0	5.2	7.5	0.1	298.15	
R01430	-23.0	5.2	7.5	0.1	298.15	
R01431	14.6	2.1	7.5	0.1	298.15	
R01432	3.7	1.2	7.5	0.1	298.15	
R01434	38.2	6.9	7.5	0.1	298.15	
R01437	-7.6	9.0	7.5	0.1	298.15	
R01438	-360.2	6.2	7.5	0.1	298.15	
R01440	-18.6	5.5	7.5	0.1	298.15	
R01441	-13.5	5.9	7.5	0.1	298.15	
R01442	-143.9	10.8	7.5	0.1	298.15	
R01443	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01444	-13.8	6.0	7.5	0.1	298.15	
R01445	1.2	6.0	7.5	0.1	298.15	
R01446	-51.5	4.0	7.5	0.1	298.15	
R01447	-2.9	1.1	7.5	0.1	298.15	
R01448	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01449	14.0	16.1	7.5	0.1	298.15	
R01450	3.1	4.2	7.5	0.1	298.15	
R01451	10.9	15.1	7.5	0.1	298.15	
R01452	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01453	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01454	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01456	11.9	15.1	7.5	0.1	298.15	
R01457	57.5	3.5	7.5	0.1	298.15	
R01459	-127.1	8.7	7.5	0.1	298.15	
R01460	-13.4	3.5	7.5	0.1	298.15	
R01461	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01462	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01463	-406.6	6.4	7.5	0.1	298.15	
R01465	26.9	5.3	7.5	0.1	298.15	
R01466	-28.2	5.5	7.5	0.1	298.15	
R01467	12.4	5.2	7.5	0.1	298.15	
R01468	-25.2	6.3	7.5	0.1	298.15	
R01469	-100.9	11.0	7.5	0.1	298.15	
R01470	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01471	-2.2	4.0	7.5	0.1	298.15	
R01472	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01473	-0.1	3.3	7.5	0.1	298.15	
R01474	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01476	-12.5	5.3	7.5	0.1	298.15	
R01478	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01480	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01481	11.6	4.3	7.5	0.1	298.15	
R01482	0.6	5.8	7.5	0.1	298.15	
R01483	-33.7	5.7	7.5	0.1	298.15	
R01484	-28.2	5.6	7.5	0.1	298.15	
R01485	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01486	-42.7	2.2	7.5	0.1	298.15	
R01487	20.3	2.0	7.5	0.1	298.15	
R01488	21.2	2.0	7.5	0.1	298.15	
R01489	-173.3	8.5	7.5	0.1	298.15	
R01490	-2.6	2.4	7.5	0.1	298.15	
R01491	-110.3	8.4	7.5	0.1	298.15	
R01492	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01493	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01494	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01495	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01496	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01497	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01498	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01500	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01501	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01503	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01504	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01505	-29.4	11.5	7.5	0.1	298.15	
R01506	-318.9	10.5	7.5	0.1	298.15	
R01507	-256.6	10.4	7.5	0.1	298.15	
R01508	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01511	-15.1	1.1	7.5	0.1	298.15	
R01512	18.7	0.9	7.5	0.1	298.15	
R01513	31.7	1.1	7.5	0.1	298.15	
R01514	-13.5	1.2	7.5	0.1	298.15	
R01515	-47.2	1.0	7.5	0.1	298.15	
R01516	-8.0	4.6	7.5	0.1	298.15	
R01517	21.2	2.8	7.5	0.1	298.15	
R01518	-4.1	0.7	7.5	0.1	298.15	
R01519	-30.8	6.5	7.5	0.1	298.15	
R01520	-6.3	2.2	7.5	0.1	298.15	
R01521	-5.3	2.2	7.5	0.1	298.15	
R01522	-136.9	8.6	7.5	0.1	298.15	
R01523	-21.6	4.5	7.5	0.1	298.15	
R01524	19.9	3.5	7.5	0.1	298.15	
R01525	20.8	3.5	7.5	0.1	298.15	
R01526	-28.2	3.5	7.5	0.1	298.15	
R01528	11.2	6.3	7.5	0.1	298.15	
R01529	-3.4	2.3	7.5	0.1	298.15	
R01530	2.6	3.4	7.5	0.1	298.15	
R01532	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01533	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01535	3.6	8.8	7.5	0.1	298.15	
R01537	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01538	-32.7	8.9	7.5	0.1	298.15	
R01540	-37.4	7.3	7.5	0.1	298.15	
R01541	-22.9	7.7	7.5	0.1	298.15	
R01542	13.3	7.3	7.5	0.1	298.15	
R01543	16.8	7.4	7.5	0.1	298.15	
R01544	-27.1	7.6	7.5	0.1	298.15	
R01547	0.4	2.9	7.5	0.1	298.15	
R01548	-16.7	4.7	7.5	0.1	298.15	
R01549	-22.5	7.4	7.5	0.1	298.15	
R01550	-5.6	0.6	7.5	0.1	298.15	
R01553	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01555	1.6	3.0	7.5	0.1	298.15	
R01556	-2.7	7.2	7.5	0.1	298.15	
R01557	-2.9	3.6	7.5	0.1	298.15	
R01558	-21.2	7.2	7.5	0.1	298.15	
R01559	-9.5	7.6	7.5	0.1	298.15	
R01560	-20.2	1.4	7.5	0.1	298.15	
R01561	7.9	2.6	7.5	0.1	298.15	
R01562	-15.1	5.8	7.5	0.1	298.15	
R01563	-25.0	14.5	7.5	0.1	298.15	
R01564	-83.2	17.7	7.5	0.1	298.15	
R01565	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01566	-42.8	11.0	7.5	0.1	298.15	
R01567	-17.7	5.8	7.5	0.1	298.15	
R01568	-16.0	5.8	7.5	0.1	298.15	
R01569	-10.9	5.8	7.5	0.1	298.15	
R01570	5.4	8.9	7.5	0.1	298.15	
R01571	-3.0	6.3	7.5	0.1	298.15	
R01572	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01573	-25.5	4.7	7.5	0.1	298.15	
R01574	-26.4	4.9	7.5	0.1	298.15	
R01575	-25.4	4.9	7.5	0.1	298.15	
R01576	18.4	4.5	7.5	0.1	298.15	
R01577	5.3	1.5	7.5	0.1	298.15	
R01578	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01579	-18.6	7.6	7.5	0.1	298.15	
R01580	-1.0	5.6	7.5	0.1	298.15	
R01581	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01582	8.8	9.7	7.5	0.1	298.15	
R01583	-8.3	2.6	7.5	0.1	298.15	
R01584	40.2	9.5	7.5	0.1	298.15	
R01585	-29.9	8.1	7.5	0.1	298.15	
R01586	0.3	9.6	7.5	0.1	298.15	
R01587	8.4	7.5	7.5	0.1	298.15	
R01588	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01589	-50.9	12.7	7.5	0.1	298.15	
R01590	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01593	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01594	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01595	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01596	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01598	-11.6	25.1	7.5	0.1	298.15	
R01599	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01600	-19.8	0.9	7.5	0.1	298.15	
R01602	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01604	-33.8	8.9	7.5	0.1	298.15	
R01607	-32.9	8.8	7.5	0.1	298.15	
R01608	21.0	5.8	7.5	0.1	298.15	
R01609	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01611	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01613	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01614	-162.1	30.6	7.5	0.1	298.15	
R01615	-14.0	15.0	7.5	0.1	298.15	
R01616	-11.5	15.3	7.5	0.1	298.15	
R01617	-27.9	14.7	7.5	0.1	298.15	
R01618	-49.1	18.4	7.5	0.1	298.15	
R01619	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01620	-36.1	6.3	7.5	0.1	298.15	
R01621	-60.2	3.1	7.5	0.1	298.15	
R01623	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01624	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01625	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01626	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01627	-134.7	12.1	7.5	0.1	298.15	
R01628	-439.5	7.0	7.5	0.1	298.15	
R01629	-446.6	9.4	7.5	0.1	298.15	
R01630	-447.6	9.4	7.5	0.1	298.15	
R01631	-318.8	10.5	7.5	0.1	298.15	
R01632	-256.6	10.4	7.5	0.1	298.15	
R01633	-35.6	13.5	7.5	0.1	298.15	
R01634	-7.0	6.5	7.5	0.1	298.15	
R01635	-6.9	6.5	7.5	0.1	298.15	
R01636	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01637	-203.3	3.6	7.5	0.1	298.15	
R01639	-25.7	4.0	7.5	0.1	298.15	
R01641	3.8	3.8	7.5	0.1	298.15	
R01644	-2.7	3.4	7.5	0.1	298.15	
R01645	6.4	4.1	7.5	0.1	298.15	
R01647	-6.4	4.1	7.5	0.1	298.15	
R01648	6.1	2.9	7.5	0.1	298.15	
R01649	-51.4	8.5	7.5	0.1	298.15	
R01650	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01651	-23.8	17.3	7.5	0.1	298.15	
R01652	16.6	8.5	7.5	0.1	298.15	
R01654	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01655	-5.8	1.8	7.5	0.1	298.15	
R01657	-87.5	12.3	7.5	0.1	298.15	
R01658	-73.4	11.3	7.5	0.1	298.15	
R01659	-73.4	11.3	7.5	0.1	298.15	
R01660	-37.3	6.2	7.5	0.1	298.15	
R01662	-39.2	4.6	7.5	0.1	298.15	
R01663	-24.0	9.3	7.5	0.1	298.15	
R01664	-15.6	9.1	7.5	0.1	298.15	
R01665	-2.3	5.8	7.5	0.1	298.15	
R01666	-13.0	9.1	7.5	0.1	298.15	
R01667	-26.2	5.8	7.5	0.1	298.15	
R01668	-42.9	9.9	7.5	0.1	298.15	
R01669	-8.4	9.2	7.5	0.1	298.15	
R01670	-47.2	9.7	7.5	0.1	298.15	
R01675	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01676	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01677	-1.8	5.4	7.5	0.1	298.15	
R01678	-10.9	2.1	7.5	0.1	298.15	
R01680	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01681	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01682	-16.8	6.1	7.5	0.1	298.15	
R01683	33.7	7.4	7.5	0.1	298.15	
R01684	-0.2	3.7	7.5	0.1	298.15	
R01685	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01686	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01687	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01688	29.2	6.6	7.5	0.1	298.15	
R01689	69.5	6.4	7.5	0.1	298.15	
R01690	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01694	15.7	5.5	7.5	0.1	298.15	
R01695	-115.9	9.9	7.5	0.1	298.15	
R01696	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01697	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01698	2.4	1.8	7.5	0.1	298.15	
R01699	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01700	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01701	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01702	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01703	-580.1	18.0	7.5	0.1	298.15	
R01704	-42.1	12.2	7.5	0.1	298.15	
R01705	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01706	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01707	-20.6	14.6	7.5	0.1	298.15	
R01708	24.8	4.1	7.5	0.1	298.15	
R01709	-173.4	11.1	7.5	0.1	298.15	
R01710	-95.6	10.2	7.5	0.1	298.15	
R01711	-106.8	9.2	7.5	0.1	298.15	
R01712	0.2	5.8	7.5	0.1	298.15	
R01713	-2.9	6.0	7.5	0.1	298.15	
R01714	-48.1	12.2	7.5	0.1	298.15	
R01715	-21.1	15.4	7.5	0.1	298.15	
R01716	-16.4	6.0	7.5	0.1	298.15	
R01717	1.0	3.3	7.5	0.1	298.15	
R01718	-8.5	1.7	7.5	0.1	298.15	
R01720	27.8	7.5	7.5	0.1	298.15	
R01721	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01722	-0.5	9.4	7.5	0.1	298.15	
R01723	-29.9	8.5	7.5	0.1	298.15	
R01724	0.9	5.8	7.5	0.1	298.15	
R01725	-303.7	10.8	7.5	0.1	298.15	
R01728	-13.9	18.2	7.5	0.1	298.15	
R01730	-12.9	18.2	7.5	0.1	298.15	
R01731	-11.6	3.7	7.5	0.1	298.15	
R01732	9.0	12.2	7.5	0.1	298.15	
R01734	-348.9	16.1	7.5	0.1	298.15	
R01735	-41.2	5.0	7.5	0.1	298.15	
R01736	-32.9	6.0	7.5	0.1	298.15	
R01737	-12.6	6.4	7.5	0.1	298.15	
R01738	22.5	6.5	7.5	0.1	298.15	
R01739	16.4	1.7	7.5	0.1	298.15	
R01740	23.5	6.5	7.5	0.1	298.15	
R01741	4.1	6.2	7.5	0.1	298.15	
R01742	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01745	30.4	3.3	7.5	0.1	298.15	
R01747	31.4	3.4	7.5	0.1	298.15	
R01748	-19.2	1.3	7.5	0.1	298.15	
R01749	37.6	7.6	7.5	0.1	298.15	
R01750	38.5	7.6	7.5	0.1	298.15	
R01751	-11.3	6.8	7.5	0.1	298.15	
R01752	-55.1	3.1	7.5	0.1	298.15	
R01754	-5.1	3.6	7.5	0.1	298.15	
R01757	-10.5	4.5	7.5	0.1	298.15	
R01758	12.1	3.6	7.5	0.1	298.15	
R01759	13.1	3.6	7.5	0.1	298.15	
R01760	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01761	4.9	3.3	7.5	0.1	298.15	
R01763	18.0	2.4	7.5	0.1	298.15	
R01764	-10.9	7.9	7.5	0.1	298.15	
R01766	-3.1	6.1	7.5	0.1	298.15	
R01767	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01768	14.4	7.5	7.5	0.1	298.15	
R01769	-116.2	11.1	7.5	0.1	298.15	
R01770	-4.0	3.5	7.5	0.1	298.15	
R01771	-33.3	8.8	7.5	0.1	298.15	
R01773	20.0	3.4	7.5	0.1	298.15	
R01775	21.0	3.4	7.5	0.1	298.15	
R01776	-20.6	9.3	7.5	0.1	298.15	
R01777	-24.2	10.7	7.5	0.1	298.15	
R01778	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01779	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01780	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01781	24.0	3.9	7.5	0.1	298.15	
R01782	14.4	3.6	7.5	0.1	298.15	
R01784	19.8	5.8	7.5	0.1	298.15	
R01785	12.3	4.2	7.5	0.1	298.15	
R01786	-19.8	0.9	7.5	0.1	298.15	
R01787	10.4	2.1	7.5	0.1	298.15	
R01788	-8.8	0.9	7.5	0.1	298.15	
R01793	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01794	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01795	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01797	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01798	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01799	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01800	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01801	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01802	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01803	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01804	61.5	2.1	7.5	0.1	298.15	
R01805	-14.1	5.7	7.5	0.1	298.15	
R01806	7.9	7.6	7.5	0.1	298.15	
R01807	5.2	7.1	7.5	0.1	298.15	
R01808	0.5	7.1	7.5	0.1	298.15	
R01810	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01811	7.9	1.7	7.5	0.1	298.15	
R01812	18.3	11.8	7.5	0.1	298.15	
R01813	18.9	2.0	7.5	0.1	298.15	
R01814	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01815	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01816	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01817	10.0	3.3	7.5	0.1	298.15	
R01818	4.3	3.0	7.5	0.1	298.15	
R01819	-0.7	2.3	7.5	0.1	298.15	
R01824	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01825	-47.3	4.4	7.5	0.1	298.15	
R01826	-68.9	4.7	7.5	0.1	298.15	
R01827	-0.7	2.8	7.5	0.1	298.15	
R01829	12.5	5.6	7.5	0.1	298.15	
R01830	10.1	3.8	7.5	0.1	298.15	
R01833	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01834	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01835	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01836	0.2	1.7	7.5	0.1	298.15	
R01837	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01838	1.2	1.8	7.5	0.1	298.15	
R01840	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01841	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01842	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01843	-10.8	5.7	7.5	0.1	298.15	
R01844	-11.4	5.0	7.5	0.1	298.15	
R01845	-17.7	5.7	7.5	0.1	298.15	
R01850	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01851	-54.7	12.5	7.5	0.1	298.15	
R01853	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01854	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01855	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01856	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01857	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01858	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01859	-4.2	10.4	7.5	0.1	298.15	
R01860	-8.2	6.5	7.5	0.1	298.15	
R01861	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01862	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01863	8.7	2.1	7.5	0.1	298.15	
R01866	10.9	2.5	7.5	0.1	298.15	
R01867	-50.4	4.7	7.5	0.1	298.15	
R01868	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01869	9.9	2.4	7.5	0.1	298.15	
R01870	-10.2	2.6	7.5	0.1	298.15	
R01872	13.8	5.8	7.5	0.1	298.15	
R01873	-45.8	12.2	7.5	0.1	298.15	
R01874	3.9	8.8	7.5	0.1	298.15	
R01875	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01876	1.6	2.6	7.5	0.1	298.15	
R01877	-12.4	8.2	7.5	0.1	298.15	
R01878	-14.5	2.2	7.5	0.1	298.15	
R01879	-452.9	12.2	7.5	0.1	298.15	
R01880	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01881	10.6	0.4	7.5	0.1	298.15	
R01882	-39.1	0.7	7.5	0.1	298.15	
R01883	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01884	2.8	8.4	7.5	0.1	298.15	
R01885	-16.1	7.6	7.5	0.1	298.15	
R01886	1.3	11.7	7.5	0.1	298.15	
R01887	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01888	2.0	2.7	7.5	0.1	298.15	
R01889	-18.7	3.4	7.5	0.1	298.15	
R01890	3.9	5.8	7.5	0.1	298.15	
R01891	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01892	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01895	16.8	2.1	7.5	0.1	298.15	
R01896	17.3	1.9	7.5	0.1	298.15	
R01898	-2.9	3.5	7.5	0.1	298.15	
R01899	19.0	5.2	7.5	0.1	298.15	
R01900	0.7	2.2	7.5	0.1	298.15	
R01901	-23.9	4.9	7.5	0.1	298.15	
R01902	-26.8	5.1	7.5	0.1	298.15	
R01903	27.0	5.1	7.5	0.1	298.15	
R01904	17.8	2.6	7.5	0.1	298.15	
R01905	-3.0	7.7	7.5	0.1	298.15	
R01906	-12.7	4.9	7.5	0.1	298.15	
R01908	-16.2	11.0	7.5	0.1	298.15	
R01909	-11.5	8.0	7.5	0.1	298.15	
R01910	-107.0	11.4	7.5	0.1	298.15	
R01911	17.0	8.1	7.5	0.1	298.15	
R01912	-18.1	9.0	7.5	0.1	298.15	
R01913	-553.8	8.5	7.5	0.1	298.15	
R01914	-92.1	12.2	7.5	0.1	298.15	
R01915	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01917	-25.4	10.0	7.5	0.1	298.15	
R01918	-3.1	10.0	7.5	0.1	298.15	
R01919	0.4	5.8	7.5	0.1	298.15	
R01920	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01921	23.8	4.1	7.5	0.1	298.15	
R01922	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01923	1.9	5.8	7.5	0.1	298.15	
R01924	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01925	-1.0	5.8	7.5	0.1	298.15	
R01926	-12.3	2.4	7.5	0.1	298.15	
R01928	-24.4	4.5	7.5	0.1	298.15	
R01929	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01930	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01931	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01932	-22.6	4.3	7.5	0.1	298.15	
R01933	-33.0	16.7	7.5	0.1	298.15	
R01934	9.6	8.5	7.5	0.1	298.15	
R01936	-9.8	7.7	7.5	0.1	298.15	
R01937	85.0	6.6	7.5	0.1	298.15	
R01938	86.0	6.6	7.5	0.1	298.15	
R01939	-0.7	5.8	7.5	0.1	298.15	
R01940	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01941	-14.0	15.0	7.5	0.1	298.15	
R01942	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01943	-11.4	15.3	7.5	0.1	298.15	
R01944	-27.7	14.7	7.5	0.1	298.15	
R01945	19.6	18.6	7.5	0.1	298.15	
R01946	-2.8	16.3	7.5	0.1	298.15	
R01951	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01952	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01954	-3.0	2.9	7.5	0.1	298.15	
R01956	-7.4	3.6	7.5	0.1	298.15	
R01957	-15.5	4.6	7.5	0.1	298.15	
R01959	-34.1	10.5	7.5	0.1	298.15	
R01960	-439.5	7.0	7.5	0.1	298.15	
R01961	-12.0	5.8	7.5	0.1	298.15	
R01962	-165.2	8.8	7.5	0.1	298.15	
R01963	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01964	-15.7	6.4	7.5	0.1	298.15	
R01965	-15.1	6.2	7.5	0.1	298.15	
R01967	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01968	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01969	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01971	-16.9	5.8	7.5	0.1	298.15	
R01972	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01973	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01974	7.6	10.5	7.5	0.1	298.15	
R01975	15.1	2.4	7.5	0.1	298.15	
R01976	16.1	2.5	7.5	0.1	298.15	
R01977	16.6	7.1	7.5	0.1	298.15	
R01978	19.8	15.8	7.5	0.1	298.15	
R01980	-9.3	3.9	7.5	0.1	298.15	
R01981	-33.9	4.1	7.5	0.1	298.15	
R01983	1.4	4.1	7.5	0.1	298.15	
R01984	34.1	5.3	7.5	0.1	298.15	
R01986	-52.3	4.3	7.5	0.1	298.15	
R01987	20.1	4.8	7.5	0.1	298.15	
R01989	40.9	15.1	7.5	0.1	298.15	
R01990	-69.5	11.5	7.5	0.1	298.15	
R01991	-35.0	10.1	7.5	0.1	298.15	
R01992	-4.1	10.0	7.5	0.1	298.15	
R01993	-6.5	3.3	7.5	0.1	298.15	
R01994	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01995	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01996	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01997	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01998	nan	nan	7.5	0.1	298.15	uncertainty is too high
R01999	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02000	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02002	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02003	-75.1	7.0	7.5	0.1	298.15	
R02004	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02006	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02007	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02008	-53.8	10.6	7.5	0.1	298.15	
R02009	-25.5	7.0	7.5	0.1	298.15	
R02010	-257.4	14.4	7.5	0.1	298.15	
R02011	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02012	nan	nan	7.5	0.1	298.15	uncertainty is too high
R02013	-178.6	11.9	7.5	0.1	298.15	
R02014	41.6	8.3	7.5	0.1	298.15	
R02016	8.9	2.9	7.5	0.1	298.15	
R02017	44.7	7.1	7.5	0.1	298.15	
R02018	39.8	9.7	7.5	0.1	298.15	
R02019	38.7	5.8	7.5	0.1	298.15	
